CD_NOM;Nom scientifique;code_CATMINAT
101942;Hieracium eriophorum St.-Amans, 1801;08/15.2.1.0.2
101943;Hieracium eriopogon Arv.-Touv. & Gaut., 1897;08/2.2.1.0.9
101953;Hieracium exilentum Arv.-Touv., 1888;09/1.0.2
101957;Hieracium falcatum Arv.-Touv., 1873;08/22.0.1.0.1
101960;Hieracium fallens Jord. ex Boreau, 1857;10/1.0.1
101962;Hieracium farinulentum Jord., 1848;08/2.2.1
717237;Hieracium favratii Muret ex Gremli, 1874;10/2.0.1.0.6
101975;Hieracium flagelliferum Ravaud, 1877;10/1.0.1.0.2
101985;Hieracium fourcadei de Retz, 1978;08/2.1.1.0.3
101987;Hieracium fragile Jord., 1849;09/1.
717238;Hieracium froelichianum H.Buek, 1840;10/1.0.1.0.4
101991;Hieracium fruticetorum Jord. ex Boreau, 1857;10/1.0.1
101992;Hieracium fulcratum Arv.-Touv., 1894;08/2.2.1.0.10
102004;Hieracium gavellei de Retz, 1946;08/2.2.1
102013;Hieracium glanduliferum Hoppe, 1815;11/5.0.1.0.1
102017;Hieracium glaucinum Jord., 1848;10/1.0.1
162545;Hieracium glaucinum subsp. glaucinum Jord., 1848;10/1.0.1
102019;Hieracium glaucopsis Gren. & Godr., 1850;08/2.2.1.0.10
102020;Hieracium glaucum All., 1773;08/20.0.2
135746;Hieracium glaucum subsp. glaucum All., 1773;08/20.0.2
102023;Hieracium gnaphalodes Arv.-Touv., 1888;08/2.2.1.0.10
717241;Hieracium godetii Christener ex Godet, 1869;08/2.2.1.0.10
102028;Hieracium gouanii Arv.-Touv., 1886;08/2.1.1.0.3
102036;Hieracium grovesianum Arv.-Touv. ex Belli, 1897;08/2.1.1.0.7
102037;Hieracium gymnocerinthe Arv.-Touv. & Gaut., 1897;08/2.1.1.0.3
102041;Hieracium halleri Vill., 1788;09/1.0.2
102042;Hieracium hastile Arv.-Touv. & Gaut., 1894;08/20.0.1.0.3
102046;Hieracium hemiplecum Arv.-Touv., 1877;10/1.0.1.0.4
719006;Hieracium heterodon Arv.-Touv., 1880;08/2.2.1.0.10
102051;Hieracium hirsutum Bernh. ex Froel., 1838;10/3.0.2.0.2
102055;Hieracium humile Jacq., 1777;08/2.2.1.0.10
102068;Hieracium inclinatum Arv.-Touv., 1888;08/2.2.1
102070;Hieracium inquinatum Jord. ex Boreau, 1857;10/1.0.1.0.3
102073;Hieracium insuetum Jord. ex Boreau, 1857;10/1.0.1.0.5
102077;Hieracium intertextum Arv.-Touv., 1871;09/1.0.2
717244;Hieracium intricatum Arv.-Touv., 1876;09/1.0.2
102078;Hieracium intybaceum All., 1773;08/2.1.1.0.5
102083;Hieracium inuloides Tausch, 1837;13/8.0.1.0.2
102084;Hieracium irriguum (Fr.) Dahlst., 1894;10/1.0.1.0.4
102086;Hieracium isolanum (Besse & Zahn) Zahn, 1916;09/1.0.2
102087;Hieracium issleri Touton & Zahn, 1914;09/1.0.2
101904;Hieracium x digeneum Burnat & Gremli, 1883;08/2.2.1.0.10
102294;Hieracium x ovalifolium Jord., 1849;10/2.0.2
102319;Hieracium x pellitum Fr., 1862;09/20.0.1.0.1
162575;Hieracium x pellitum subsp. pellitum Fr., 1862;09/20.0.1.0.1
102089;Hieracium jaceoides Arv.-Touv., 1873;10/2.0.1.0.6
102093;Hieracium jaubertianum Timb.-Lagr. & Loret, 1858;10/2.0.1.0.4
161684;Hieracium jurassicum Griseb., 1853;10/2.0.1.0.6
102103;Hieracium kochianum Jord., 1849;08/1.0.4.0.2
102106;Hieracium lachenalii Suter, 1802;10/1.0.1
102112;Hieracium lactucifolium Arv.-Touv., 1873;09/20.0.1.0.1
102115;Hieracium laevigatum Willd., 1803;10/1.0.1
161000;Hieracium laevigatum subsp. laevigatum Willd., 1803;10/1.0.1
102123;Hieracium lanatum Vill., 1779;08/20.0.2.0.6
102124;Hieracium lanceolatum Vill., 1788;05/1.0.1.0.1
717245;Hieracium lancidens Prain, 1913;10/1.0.1.0.2
102126;Hieracium lannesianum Arv.-Touv., 1913;08/20.0.2
102128;Hieracium lantoscanum Burnat & Gremli, 1883;09/1.0.2
102139;Hieracium lawsonii Vill., 1779;08/2.2.1
102143;Hieracium legraeanum Arv.-Touv., 1897;08/2.2.1
102144;Hieracium legrandianum Arv.-Touv., 1884;08/2.2.1.0.9
102146;Hieracium leiopogon Gren. ex Verl., 1872;08/20.0.2
102154;Hieracium leucochlorum Arv.-Touv., 1873;11/5.0.1.0.1
102156;Hieracium leucophaeum Gren. & Godr., 1850;08/2.2.1
717248;Hieracium levicaule Jord., 1848;10/1.0.1.0.4
162554;Hieracium levicaule subsp. levicaule Jord., 1848;10/1.0.1.0.4
619691;Hieracium ligusticum Fr., 1848;08/2.2.1
102159;Hieracium liotardii Vill., 1779;08/1.0.4.0.2
102178;Hieracium lychnioides Arv.-Touv., 1873;09/20.0.1.0.1
102182;Hieracium lycopifolium Froel., 1838;13/8.0.1.0.2
102189;Hieracium maculatum Schrank, 1789;10/1.0.1.0.3
102192;Hieracium maestum Arv.-Touv. & Gaut., 1897;08/2.2.1.0.9
102201;Hieracium medium Jord., 1849;09/20.0.1.0.1
102206;Hieracium melanops Arv.-Touv., 1888;09/1.0.2
102210;Hieracium mespilifolium Arv.-Touv., 1876;10/1.0.1.0.4
102217;Hieracium mixtum Froel., 1838;08/2.2.1.0.9
102219;Hieracium molinerianum Arv.-Touv. & Gaut., 1904;10/1.0.1.0.4
102222;Hieracium monnieri Arv.-Touv., 1902;08/2.2.1.0.10
102223;Hieracium monregalense Burnat & Gremli, 1883;08/2.2.1.0.10
102227;Hieracium morisianum Zahn, 1906;09/20.0.1.0.1
102235;Hieracium murorum L., 1753;10/1.0.1
162566;Hieracium murorum subsp. murorum L., 1753;10/1.0.1
102238;Hieracium mutelii Arv.-Touv., 1881;08/2.2.1.0.10
102244;Hieracium nemorense Jord., 1848;10/1.0.1
102247;Hieracium neocerinthe Fr., 1848;08/1.0.2.0.1
102255;Hieracium neopicris Arv.-Touv., 1881;08/2.1.1
102257;Hieracium neoprenanthes Arv.-Touv., 1887;10/2.0.1.0.6
102264;Hieracium neyranum Arv.-Touv., 1883;10/3.0.1.0.4
102267;Hieracium nigritellum Arv.-Touv., 1871;09/20.0.1.0.1
102272;Hieracium nobile Gren. & Godr., 1850;10/1.0.1.0.4
102273;Hieracium obliquum Jord., 1848;10/1.0.1.0.3
102274;Hieracium oblongum Jord., 1849;10/1.0.1.0.2
102280;Hieracium odontinum Arv.-Touv., 1897;10/2.0.1.0.6
102287;Hieracium oligocephalum Arv.-Touv., 1876;08/2.2.1.0.10
102288;Hieracium olivaceum Gren. & Godr., 1850;09/1.0.2.0.2
102291;Hieracium oreiocephalum Zahn, 1921;08/2.2.1.0.10
102296;Hieracium oxyodon Fr., 1848;08/2.2.1
136210;Hieracium pallidifrons Sudre, 1900;09/1.0.1
102300;Hieracium pallidulum Jord. ex Boreau, 1857;09/1.0.2
102309;Hieracium parcepilosum Arv.-Touv., 1888;09/20.0.1.0.1
102312;Hieracium patens Bartl., 1850;08/2.1.1
102314;Hieracium paucifoliatum Jord. ex Boreau, 1857;10/1.0.1
102316;Hieracium pedemontanum Burnat & Gremli, 1883;08/2.2.1.0.10
102321;Hieracium percissum Jord. ex Boreau, 1857;10/1.0.1
102336;Hieracium petiolare Jord., 1849;10/1.0.1.0.2
102343;Hieracium phlomoides Froel., 1838;08/2.2.1.0.9
102345;Hieracium picroides Vill., 1812;09/1.0.2
102347;Hieracium pictum Schleich. ex Pers., 1807;08/2.2.1.0.10
102350;Hieracium piliferum Hoppe, 1799;11/5.0.1.0.1
102356;Hieracium pilosum Schleich. ex Froel., 1838;08/2.2.1.0.10
102360;Hieracium planchonianum Timb.-Lagr. & Loret, 1858;08/1.0.3
102377;Hieracium porrectum Fr., 1848;08/2.2.1.0.10
102389;Hieracium prasinifolium Jord. ex Boreau, 1857;10/1.0.1.0.3
102390;Hieracium prasinops Touton & Zahn, 1907;08/20.0.2.0.6
611275;Hieracium prasiophaeum Arv.-Touv. & Gaut., 1894;09/1.0.2
102392;Hieracium prenanthoides Vill., 1779;05/1.0.2.0.1
102393;Hieracium prenanthomorphum Nägeli & Peter, 1886;08/2.2.1.0.10
102397;Hieracium provinciale Jord., 1849;10/1.0.1.0.3
102400;Hieracium pseudocerinthe (Gaudin) W.D.J.Koch, 1846;08/2.1.1
719012;Hieracium pseudocerinthoides (Arv.-Touv.) Arv.-Touv. & Gaut., 1903;08/2.2.1
717254;Hieracium pseudocirritum (Favre) Touton & Zahn, 1905;09/1.0.2
102401;Hieracium pseudocorymbosum Gremli, 1883;10/2.0.1.0.6
102408;Hieracium pseudolanatum Arv.-Touv., 1871;08/2.2.1.0.10
717774;Hieracium pseudopraecox (Zahn) Prain, 1921;08/2.2.1.0.10
102426;Hieracium pteropogon Arv.-Touv., 1879;08/2.2.1.0.10
102427;Hieracium pulchellum Gren., 1853;08/20.0.2
102429;Hieracium pulchrum Arv.-Touv., 1887;08/2.2.1
102431;Hieracium pulmonarioides Vill., 1779;08/2.2.1
102445;Hieracium racemosum Waldst. & Kit. ex Willd., 1803;10/1.0.1
135872;Hieracium ragusinoides Arv.-Touv. & St.-Yves, 1908;08/2.2.1.0.10
102446;Hieracium ramondii Griseb., 1852;08/2.2.1.0.9
102447;Hieracium ramosissimum Schleich. ex Hegetschw., 1831;13/8.0.1.0.2
102449;Hieracium rapunculoides Arv.-Touv., 1876;13/8.0.1.0.2
102451;Hieracium ravaudii Arv.-Touv., 1873;08/2.2.1.0.10
102461;Hieracium rhaeticum Fr., 1862;09/1.0.2
102464;Hieracium rhomboidale Lapeyr., 1782;09/1.0.2
102471;Hieracium rionii Gremli, 1883;08/2.2.1.0.10
102478;Hieracium rupestre All., 1789;08/2.2.1
102483;Hieracium sabaudum L., 1753;10/1.0.1
162596;Hieracium sabaudum subsp. sabaudum L., 1753;10/1.0.1
102497;Hieracium sarretoides Arv.-Touv. & H.J.Coste, 1913;08/2.2.1.0.10
102499;Hieracium sauzei (Arv.-Touv.) Arv.-Touv., 1913;09/20.0.1.0.1
102510;Hieracium scariolaceum Arv.-Touv., 1894;13/8.0.1.0.2
102515;Hieracium schmidtii Tausch, 1828;10/1.0.1
102519;Hieracium scorzonerifolium Vill., 1779;08/20.0.2.0.6
102523;Hieracium segureum Arv.-Touv., 1886;10/2.0.1.0.6
102524;Hieracium semisilvaticum (Zahn) P.D.Sell & C.West, 1976;10/1.0.1.0.4
102527;Hieracium senecioides Arv.-Touv. & Gaut., 1904;08/2.2.1.0.10
102536;Hieracium serresianum Arv.-Touv., 1902;08/2.2.1.0.10
102551;Hieracium solidagineum Fr., 1862;08/2.2.1.0.9
102554;Hieracium sonchoides Arv.-Touv., 1876;08/2.1.1.0.4
102555;Hieracium souliei Arv.-Touv. & Gaut., 1908;08/2.1.1.0.3
102563;Hieracium speluncarum Arv.-Touv., 1881;08/2.2.1.0.10
102570;Hieracium squalidum Arv.-Touv., 1871;08/2.2.1
102573;Hieracium stelligerum Froel., 1838;08/1.0.3.0.1
102593;Hieracium subhirsutum Jord. ex Boreau, 1857;10/1.0.1.0.2
102597;Hieracium subnivale Gren., 1850;09/20.0.1.0.1
717264;Hieracium succisoides Arv.-Touv., 1879;09/1.0.2
102625;Hieracium symphytaceum Arv.-Touv., 1876;10/2.0.1.0.6
717265;Hieracium taraxaciforme Arv.-Touv., 1880;09/1.0.2
102633;Hieracium taurinense Jord., 1849;10/1.0.1.0.3
102643;Hieracium thapsifolium Arv.-Touv., 1873;13/8.0.1.0.2
102644;Hieracium thapsoides Arv.-Touv., 1873;08/2.2.1.0.10
102647;Hieracium tinctum Jord. ex Boreau, 1857;10/1.0.1.0.3
717266;Hieracium tomentellum Nägeli & Peter, 1886;08/2.2.1.0.11
102650;Hieracium tomentosum L., 1755;08/20.0.2.0.6
161285;Hieracium trachselianum Christener, 1860;08/2.2.1.0.10
102659;Hieracium trichocerinthe Arv.-Touv. & Gaut., 1894;08/2.2.1.0.9
102662;Hieracium trichodermum Arv.-Touv. & Gaut., 1894;08/2.2.1.0.9
102669;Hieracium turritifolium Arv.-Touv., 1894;10/1.0.1.0.4
102670;Hieracium ucenicum Arv.-Touv., 1888;08/2.2.1.0.10
102671;Hieracium umbellatum L., 1753;10/1.0.1
102674;Hieracium umbrosum Jord., 1848;13/8.0.1.0.2
102678;Hieracium vagum Jord., 1849;10/1.0.1.0.2
102680;Hieracium valdepilosum Vill., 1779;09/20.0.1.0.1
102683;Hieracium vallisiacum Fr., 1862;10/2.0.1.0.6
102685;Hieracium vasconicum Martrin-Donos, 1864;10/1.0.1.0.3
717268;Hieracium venascanum Arv.-Touv. & Gaut., 1902;08/2.2.1.0.9
102691;Hieracium verbascifolium Vill., 1812;08/2.2.1.0.10
102695;Hieracium vestitum Gren., 1850;08/2.2.1.0.9
102701;Hieracium villosum Jacq., 1762;09/20.
102706;Hieracium virgaurea Coss., 1847;09/2.
102707;Hieracium virgulatum Arv.-Touv., 1876;08/2.2.1.0.10
102708;Hieracium virgultorum Jord., 1848;10/1.0.1.0.3
102709;Hieracium viride Arv.-Touv., 1871;09/1.0.2
102713;Hieracium viscosum Arv.-Touv., 1876;08/2.1.1.0.5
102716;Hieracium vulgatum Fr., 1819;10/1.
102787;Hieracium xatardianum Arv.-Touv., 1894;08/2.2.1.0.9
102788;Hieracium yvesianum Arv.-Touv., 1913;08/2.2.1.0.11
103205;Hyoseris radiata L., 1753;09/10.0.1
103207;Hyoseris scabra L., 1753;08/71.0.1
103352;Hypochaeris achyrophorus L., 1753;08/71.0.1
103360;Hypochaeris cretensis (L.) Bory & Chaub., 1832;09/1.0.3.0.1
103364;Hypochaeris glabra L., 1753;08/70.
103369;Hypochaeris maculata L., 1753;09/3.2
103375;Hypochaeris radicata L., 1753;08/15.1
103376;Hypochaeris robertia Fiori, 1910;09/1.0.3
103383;Hypochaeris uniflora Vill., 1779;09/1.0.2
104734;Lactuca alpina (L.) Benth. & Hook.f., 1876;05/1.0.1
104760;Lactuca macrophylla (Willd.) A.Gray, 1847;13/2.0.1.0.1
610995;Lactuca muralis (L.) Gaertn., 1791;13/2.0.1.0.2
104764;Lactuca perennis L., 1753;09/3.
610994;Lactuca plumieri (L.) Gren. & Godr., 1850;05/1.0.1
104766;Lactuca quercina L., 1753;10/1.0.1.0.4
104767;Lactuca ramosissima (All.) Gren. & Godr., 1850;13/31.
104770;Lactuca saligna L., 1753;13/26.0.1
104771;Lactuca sativa L., 1753;13/3.0.2.0.5
104775;Lactuca serriola L., 1756;13/4.0.1.0.1
104781;Lactuca tenerrima Pourr., 1788;07/3.0.1
104786;Lactuca viminea (L.) J.Presl & C.Presl, 1819;13/31.
137061;Lactuca viminea subsp. chondrilliflora (Boreau) Bonnier, 1923;13/31.
104787;Lactuca virosa L., 1753;13/27.
105017;Lapsana communis L., 1753;13/6.0.1.0.1
137096;Lapsana communis subsp. communis L., 1753;13/6.0.1.0.1
137097;Lapsana communis subsp. intermedia (M.Bieb.) Hayek, 1931;13/2.0.1.0.2
105490;Leontodon crispus Vill., 1779;09/3.1
105500;Leontodon hirtus L., 1759;09/3.1.1.0.6
105502;Leontodon hispidus L., 1753;09/3.2
137189;Leontodon hispidus subsp. hispidus L., 1753;09/3.2
137190;Leontodon hispidus subsp. hyoseroides (Welw. ex Rchb.) Gremli, 1885;08/21.0.1.0.3
719262;Leontodon hispidus subsp. montanus (Ball) Greuter, 2003;11/5.0.1.0.1
105504;Leontodon incanus (L.) Schrank, 1786;09/3.2
105521;Leontodon saxatilis Lam., 1779;08/15.
137205;Leontodon saxatilis subsp. saxatilis Lam., 1779;08/15.
612505;Leontodon saxatilis subsp. rothii Maire, 1934;08/70.0.1
105529;Leontodon tuberosus L., 1753;10/6.0.3.0.4
113474;Picris hieracioides L., 1753;13/27.0.1.0.1
138785;Picris hieracioides subsp. hieracioides L., 1753;13/27.0.1.0.1
718387;Picris hieracioides subsp. umbellata (Schrank) Ces., 1844;13/27.0.1
113485;Picris pauciflora Willd., 1803;08/71.0.2
611394;Picris rhagadioloides (L.) Desf., 1804;13/4.0.3
113508;Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip., 1862;05/1.0.2.0.1
718388;Pilosella aurantiaca subsp. aurantiaca (L.) F.W.Schultz & Sch.Bip., 1862;05/1.0.2.0.1
113509;Pilosella auriculoides (Láng) P.D.Sell & C.West, 1975;13/26.0.1
113511;Pilosella billyana (de Retz) Mateo, 1990;10/3.0.2.0.1
717377;Pilosella breviscapa (DC.) Soják, 1971;11/5.0.1.0.3
113513;Pilosella caespitosa (Dumort.) P.D.Sell & C.West, 1967;06/1.1.2.0.5
717378;Pilosella corymbuloides (Arv.-Touv.) S.Bräut. & Greuter, 2008;09/1.0.2
113515;Pilosella cymosa (L.) F.W.Schultz & Sch.Bip., 1862;09/20.0.1.0.1
718268;Pilosella cymosa subsp. sabina (Sebast. & Mauri) H.P.Fuchs, 1980;09/20.0.1.0.1
113516;Pilosella densiflora (Tausch) Soják, 1971;13/26.0.1
113519;Pilosella flagellaris (Willd.) P.D.Sell & C.West, 1967;13/26.0.1.0.1
717382;Pilosella glacialis (Reyn. ex Lachen.) F.W.Schultz & Sch.Bip., 1862;11/5.0.1.0.1
717841;Pilosella guthnickiana (Hegetschw. & Heer) Soják, 1972;08/15.
619637;Pilosella x faurei Arv.-Touv., 1880;11/5.0.1.0.1
717396;Pilosella x hybrida F.W.Schultz & Sch.Bip., 1862;09/20.0.1.0.1
717852;Pilosella x subrubens Arv.-Touv.;11/5.0.1.0.1
113522;Pilosella lactucella (Wallr.) P.D.Sell & C.West, 1967;09/1.0.2
718270;Pilosella lactucella subsp. nana (Scheele) M.Laínz, 1976;09/1.0.2
718389;Pilosella lactucella subsp. lactucella (Wallr.) P.D.Sell & C.West, 1967;09/1.0.2
113525;Pilosella officinarum F.W.Schultz & Sch.Bip., 1862;08/15.
113527;Pilosella peleteriana (Mérat) F.W.Schultz & Sch.Bip., 1862;08/15.2.2
718390;Pilosella peleteriana subsp. peleteriana (Mérat) F.W.Schultz & Sch.Bip., 1862;08/15.2.2
718271;Pilosella peleteriana subsp. ligerica (Zahn) B.Bock, 2012;08/15.1.2.0.1
113529;Pilosella piloselloides (Vill.) Soják, 1971;08/21.0.1.0.1
718272;Pilosella piloselloides subsp. bauhinii (Schult.) S.Bräut. & Greuter, 2007;09/3.
718274;Pilosella piloselloides subsp. praealta (Vill. ex Gochnat) S.Bräut. & Greuter, 2007;08/21.0.1.0.1
718391;Pilosella piloselloides subsp. piloselloides (Vill.) Soják, 1971;08/21.0.1.0.1
717385;Pilosella pseudopilosella (Ten.) Soják, 1971;09/2.
717387;Pilosella rothiana F.W.Schultz & Sch.Bip., 1862;13/26.0.1
717390;Pilosella stoloniflora (Waldst. & Kit.) F.W.Schultz & Sch.Bip., 1862;09/20.0.1.0.7
113545;Pilosella visianii F.W.Schultz & Sch.Bip., 1862;09/20.0.1.0.1
113546;Pilosella ziziana (Tausch) F.W.Schultz & Sch.Bip., 1862;09/3.1.3.0.10
114468;Podospermum laciniatum (L.) DC., 1805;13/31.
718394;Podospermum laciniatum subsp. laciniatum (L.) DC., 1805;13/31.
717855;Podospermum purpureum (L.) W.D.J.Koch & Ziz, 1814;09/3.1.1.0.1
115813;Prenanthes purpurea L., 1753;13/8.0.1.0.2
117426;Reichardia picroides (L.) Roth, 1787;13/31.
117512;Rhagadiolus edulis Gaertn., 1791;13/3.0.2.0.3
117521;Rhagadiolus stellatus (L.) Gaertn., 1791;13/3.0.2.0.3
121899;Scolymus grandiflorus Desf., 1799;13/1.0.1.0.2
121901;Scolymus hispanicus L., 1753;13/1.0.1
121902;Scolymus maculatus L., 1753;13/4.0.3
121937;Scorzonera aristata Ramond ex DC., 1805;09/3.1.1
121939;Scorzonera austriaca Willd., 1803;09/3.1.4
140805;Scorzonera austriaca subsp. bupleurifolia (Pouzolz ex Timb.-Lagr. & Jeanb.) Bonnier, 1923;09/3.1.1
140804;Scorzonera austriaca subsp. austriaca Willd., 1803;09/3.1.4
121958;Scorzonera hirsuta L., 1771;09/3.1.1.0.5
121959;Scorzonera hispanica L., 1753;09/3.1.1
140810;Scorzonera hispanica subsp. hispanica L., 1753;09/3.1.1
140807;Scorzonera hispanica subsp. asphodeloides (Wallr.) Arcang., 1882;09/3.1.4
140808;Scorzonera hispanica subsp. crispatula (Boiss.) Nyman, 1879;09/10.0.1
121960;Scorzonera humilis L., 1753;06/1.1.1.0.1
121971;Scorzonera parviflora Jacq., 1776;12/2.
161683;Scorzonera undulata Vahl, 1791;13/31.0.2.0.1
718408;Scorzonera undulata subsp. deliciosa (Guss. ex DC.) Maire, 1931;13/31.0.2.0.1
121988;Scorzoneroides autumnalis (L.) Moench, 1794;12/1.
611355;Scorzoneroides duboisii (Sennen) Greuter, 2006;04/2.0.1.0.1
121989;Scorzoneroides montana (Lam.) Holub, 1977;09/1.0.2
611356;Scorzoneroides pyrenaica (Gouan) Holub, 1977;09/1.0.2
124231;Sonchus aquatilis Pourr., 1788;02/7.0.4.0.1
124232;Sonchus arvensis L., 1753;13/26.0.1.0.1
141301;Sonchus arvensis subsp. arvensis L., 1753;13/26.0.1.0.1
141303;Sonchus arvensis subsp. uliginosus (M.Bieb.) Nyman, 1879;05/2.0.2.0.1
124233;Sonchus asper (L.) Hill, 1769;13/3.0.2.0.5
141304;Sonchus asper subsp. asper (L.) Hill, 1769;13/3.0.2.0.5
141305;Sonchus asper subsp. glaucescens (Jord.) P.W.Ball, 1878;13/31.0.1.0.2
611481;Sonchus bulbosus (L.) N.Kilian & Greuter, 2003;08/15.2.1
612642;Sonchus bulbosus subsp. bulbosus (L.) N.Kilian & Greuter, 2003;08/15.2.1
124256;Sonchus maritimus L., 1759;02/7.0.4.
124261;Sonchus oleraceus L., 1753;13/3.
124264;Sonchus palustris L., 1753;05/2.0.2.0.1
124278;Sonchus tenerrimus L., 1753;13/31.
125481;Taraxacum adamii Claire, 1891;06/1.1.1.0.1
125488;Taraxacum aginnense Hofstra, 1985;06/1.1.1.0.1
125491;Taraxacum alatum H.Lindb., 1907;13/27.0.1.0.1
717579;Taraxacum alienum Dahlst., 1927;12/1.1.3
125499;Taraxacum anglicum Dahlst., 1920;12/1.2.1.1.1
125500;Taraxacum angustisquameum Dahlst. ex H.Lindb., 1907;13/27.0.1.0.1
125501;Taraxacum apenninum Dahlst. ex H.Lindb.;11/6.
125502;Taraxacum aquilonare Hand.-Mazz., 1912;09/20.0.1.0.1
717583;Taraxacum atactum Sahlin & Soest, 1970;12/1.1.3
125514;Taraxacum autumnale Castagne, 1845;09/10.0.1
125515;Taraxacum autumnaliforme Soest, 1966;09/10.0.1
125517;Taraxacum balticiforme Dahlst., 1933;12/1.2.1.1
125519;Taraxacum bessarabicum (Hornem.) Hand.-Mazz., 1907;12/2.0.1.0.2
717586;Taraxacum boekmanii Borgv., 1959;12/1.1.3
125524;Taraxacum brachyglossum (Dahlst.) Dahlst., 1906;08/15.
125526;Taraxacum bracteatum Dahlst., 1925;12/1.2.1.1
125527;Taraxacum braun-blanquetii Soest, 1954;09/10.
125538;Taraxacum castaneum Soest, 1957;13/31.0.1.0.1
125544;Taraxacum ciliare Soest, 1965;06/1.1.2
125546;Taraxacum cinereum Soest, 1969;09/3.1.3.0.1
717594;Taraxacum clemens Matysiak, 2009;08/15.1.2
125547;Taraxacum commixtum G.E.Haglund, 1941;08/15.1.2
125558;Taraxacum cucullatiforme Soest, 1957;09/1.0.3.0.3
125559;Taraxacum cucullatum Dahlst., 1907;11/6.0.2.0.1
125564;Taraxacum debrayi Hagend., Soest & Zevenb., 1972;13/27.0.1.0.1
125566;Taraxacum delanghei Soest, 1965;06/1.1.2
125570;Taraxacum dilatatum H.Lindb., 1907;12/1.1.3
125575;Taraxacum disseminatum G.E.Haglund, 1947;09/1.0.1
125577;Taraxacum dunense Soest, 1956;08/15.2.1.0.1
717600;Taraxacum duplidentifrons Dahlst., 1929;12/1.1.3
125580;Taraxacum ekmanii Dahlst., 1911;13/27.0.1.0.1
125585;Taraxacum erythrospermum Andrz. ex Besser, 1821;08/15.
719175;Taraxacum expallidiforme Dahlst., 1910;12/1.1.3
125591;Taraxacum exsurgens Soest, 1977;13/31.
125600;Taraxacum fontanum Hand.-Mazz., 1907;04/2.
717882;Taraxacum frugale Hagend., Oosterv. & Zevenb., 1997;12/1.2.1.1
125601;Taraxacum fulviforme Dahlst., 1923;02/5.0.1.0.1
125606;Taraxacum gelertii Raunk., 1906;12/1.1.3
125607;Taraxacum gelricum Soest, 1965;12/1.2.1.1.7
125612;Taraxacum glauciniforme Dahlst., 1929;08/15.1.2
125619;Taraxacum gymnanthum (Link) DC., 1838;09/10.0.1.0.1
125620;Taraxacum hamatiforme Dahlst., 1918;12/1.1.3
125622;Taraxacum hamatulum Hagend., Soest & Zevenb., 1973;12/1.1.3
125623;Taraxacum hamatum Raunk., 1906;13/2.0.1.0.1
125624;Taraxacum hamiferum Dahlst., 1929;12/1.1.3
125632;Taraxacum hollandicum Soest, 1942;12/1.2.1.1
611680;Taraxacum hygrophilum Soest, 1956;06/1.1.2.0.5
611672;Taraxacum lacistophylloides Dahlst., 1933;13/26.0.1
125640;Taraxacum lacistophyllum (Dahlst.) Raunk., 1906;08/15.2.1
125644;Taraxacum lambinonii Soest, 1961;13/26.0.1
611683;Taraxacum lamprophyllum M.P.Christ., 1936;13/2.0.1
125648;Taraxacum leucospermum Jord., 1848;09/10.0.1
125652;Taraxacum lingulatum Markl., 1925;13/27.0.1.0.1
125653;Taraxacum litardierei Soest, 1957;09/1.0.3.0.3
125656;Taraxacum marklundii Palmgr., 1910;13/27.0.1.0.1
125659;Taraxacum mattmarkense Soest, 1959;08/20.0.2
125660;Taraxacum mediterraneum Soest, 1954;13/31.
125664;Taraxacum minimum (V.Brig. ex Guss.) N.Terracc., 1869;09/10.
717624;Taraxacum morulum G.E.Haglund & Soest, 1969;13/27.0.1.0.1
125674;Taraxacum nordstedtii Dahlst., 1911;06/1.1.1.0.1
125675;Taraxacum obliquilobum Dahlst., 1910;12/1.1.3
125676;Taraxacum obovatum (Waldst. & Kit. ex Willd.) DC., 1809;13/31.0.1.0.2
611682;Taraxacum ooststroomii Soest, 1966;11/6.
125680;Taraxacum oxoniense Dahlst., 1923;13/26.0.1
125686;Taraxacum palustre (Lyons) Symons, 1798;06/1.1.2
125687;Taraxacum panalpinum Soest, 1959;11/6.
125688;Taraxacum pannulatum Dahlst., 1910;13/27.0.1.0.1
717637;Taraxacum parnassicum Dahlst., 1926;09/20.
125697;Taraxacum placidum A.J.Richards, 1972;12/1.1.4.0.1
125699;Taraxacum polyodon Dahlst., 1910;13/27.0.1.0.1
125707;Taraxacum pseudocastaneum Soest, 1966;13/31.0.2.0.1
125708;Taraxacum pseudodunense Soest, 1961;09/3.1.1
717643;Taraxacum pseudohamatum Dahlst., 1932;12/1.1.3
125715;Taraxacum purpureocornutum Soest, 1957;09/1.0.3
125716;Taraxacum purpureomarginatum Soest, 1964;09/10.
125718;Taraxacum pyrenaicum Reut., 1861;09/1.0.2.0.7
125722;Taraxacum quadrans H.Øllg., 1978;12/1.1.3
125725;Taraxacum renosense Soest, 1957;09/1.0.3.0.3
611675;Taraxacum retroflexum H.Lindb., 1909;13/27.
125733;Taraxacum roseocarpum Soest, 1957;09/1.0.2
125736;Taraxacum rubicundum (Dahlst.) Dahlst., 1906;08/15.2.1.0.1
611679;Taraxacum rufonerve Soest, 1969;11/6.
125741;Taraxacum saasense Soest, 1959;11/6.0.1.0.1
717649;Taraxacum sagittilobum W.Koch ex Soest, 1969;13/27.0.1.0.1
125746;Taraxacum scanicum Dahlst., 1911;08/15.1.2
