CD_NOM;Nom scientifique;Indicatrice ZH
846447;Neriinae Benth. & Hook.f., 1876;-
846830;Odontadenia markgrafiana J.F.Morales, 1999;-
846427;Asclepiadoideae R.Br. ex Burnett, 1835;-
846434;Asclepiadeae Duby, 1828;-
846435;Asclepiadinae Decne. ex Miq., 1857;-
846436;Cynanchinae K.Schum., 1895;-
189393;Araujia Brot., 1818;-
83469;Araujia sericifera Brot., 1818;-
445431;Asclepias L., 1753;-
446951;Asclepias curassavica L., 1753;-
84251;Asclepias syriaca L., 1753;-
191443;Cynanchum L., 1753;-
93777;Cynanchum acutum L., 1753;-
807278;Cynanchum comorense Choux, 1928;-
732667;Cynanchum goertsianum Morillo, 1988;-
789422;Cynanchum luteifluens (Jum. & H.Perrier) Desc., 1961;-
732668;Cynanchum prevostiae Morillo, 1989;-
192876;Gomphocarpus R.Br., 1810;-
100542;Gomphocarpus fruticosus (L.) R.Br., 1809;-
100544;Gomphocarpus physocarpus E.Mey., 1838;-
846723;Gonolobus absalonensis Krings, 2007;-
629779;Gonolobus martinicensis Decne., 1844;-
846598;Graciemoriana Morillo, 2015;-
846599;Graciemoriana gracieae (Morillo) Morillo, 2015;-
732673;Matelea cayennensis Morillo, 1991;-
732674;Matelea cremersii Morillo, 1991;-
846620;Matelea graciliflora Krings & Morillo, 2015;-
732677;Matelea grenandii Morillo, 1991;-
732679;Matelea oldemanii Morillo, 1991;-
732680;Matelea palustris Aubl., 1775;-
732681;Matelea sastrei Morillo, 1985;-
732682;Matelea stenopetala Sandwith, 1931;-
630142;Metastelma barbadense Schltr., 1899;-
630144;Metastelma martinicense Schltr., 1899;-
846630;Phaeostemma surinamense Krings & Morillo, 2014;-
846604;Rhytidostemma badilloi (Morillo) Morillo, 2013;-
670827;Tylophora anisotomoides Schltr., 1906;-
844296;Tylophora mayottae W.D.Stevens, Labat & Barthelat, 2016;-
198909;Vincetoxicum Wolf, 1776;-
129477;Vincetoxicum hirundinaria Medik., 1790;-
129481;Vincetoxicum nigrum (L.) Moench, 1802;-
846442;Oxypetalinae E.Fourn., 1878;-
846437;Tylophorinae K.Schum., 1895;-
846433;Ceropegieae Decne. ex Orb., 1843;-
807241;Ceropegia mayottae H.Huber;-
900976;Heterostemma bicanthaceum Meve, Gâteblé & Liede, 2018;-
606955;Orbea Haw., 1812 [nom. et typ. cons.];-
610576;Orbea variegata (L.) Haw., 1812;-
846441;Stapeliinae G.Don, 1838;-
670994;Marsdenia assimulata S.Moore, 1921;-
672429;Marsdenia billardierei Decne.;-
672050;Marsdenia dognyensis Guillaumin, 1964;-
671619;Marsdenia ericoides Schltr., 1906;-
932128;Marsdenia goromotoorum Gâteblé, Fleurot, Meve & Liede, 2019;-
921618;Marsdenia guillauminiana (P.T.Li) Meve, Gâteblé & Liede, 2017;-
921570;Marsdenia kaalaensis Meve, Gâteblé & Liede;-
670996;Marsdenia koniamboensis Guillaumin, 1964;-
900977;Marsdenia kuniensis Meve, Gâteblé & Liede, 2018;-
670997;Marsdenia lyonsioides Schltr., 1906;-
921571;Marsdenia mackeeorum Meve, Gâteblé & Liede;-
844295;Marsdenia mayottae W.D.Stevens, Labat & Barthelat, 2016;-
672051;Marsdenia microstoma Schltr., 1906;-
921572;Marsdenia neocaledonica Meve, Gâteblé & Liede;-
900978;Marsdenia neomicrostoma Meve, Gâteblé & Liede, 2018;-
670998;Marsdenia nigriflora Guillaumin, 1928;-
670999;Marsdenia oubatchensis Schltr., 1906;-
921573;Marsdenia paulforsteri Meve, Gâteblé & Liede;-
670822;Marsdenia sarcoloboides Schltr., 1906;-
670823;Marsdenia speciosa Baill., 1889;-
670824;Marsdenia tylophoroides Schltr., 1906;-
670825;Marsdenia variifolia Guillaumin, 1957;-
921574;Marsdenia weberlingiana Liede;-
846428;Periplocoideae Endl., 1838;-
195976;Periploca L., 1753;-
112712;Periploca graeca L., 1753;Oui
846431;Rauvolfioideae Kostel., 1834;-
672153;Alstonia balansae Guillaumin, 1941;-
670892;Alstonia boulindaensis Boiteau, 1977;-
670893;Alstonia coriacea Pancher ex S.Moore, 1921;-
446910;Alstonia costata (G.Forst.) R.Br., 1811;-
448629;Alstonia costata var. fragrans (J.W.Moore) M.L.Grant, 1974;-
672154;Alstonia deplanchei Van Heurck & Müll.Arg., 1870;-
446911;Alstonia elliptica J.W.Moore, 1933;-
670894;Alstonia lanceolata Van Heurck;-
670895;Alstonia lanceolifera S.Moore, 1921;-
672155;Alstonia legouixiae Van Heurck;-
670896;Alstonia lenormandii Van Heurck & Müll.Arg., 1870;-
446912;Alstonia marquisensis M.L.Grant ex Fosberg & Sachet, 1972;-
670897;Alstonia odontophora Boiteau, 1977;-
670898;Alstonia quaternata Van Heurck;-
670899;Alstonia sphaerocapitata Boiteau, 1977;-
671647;Alstonia stenophylla Guillaumin, 1941;-
670900;Alstonia vieillardii Van Heurck;-
670901;Alyxia baillonii Guillaumin, 1941;-
670902;Alyxia caletioides (Baill.) Guillaumin, 1941;-
670903;Alyxia clusiophylla (Baill.) Guillaumin;-
672435;Alyxia cylindrocarpa Guillaumin, 1941;-
670904;Alyxia glaucophylla Van Heurck & Müll.Arg., 1870;-
670905;Alyxia huerlimannii Guillaumin, 1957;-
670906;Alyxia kaalaensis Boiteau, 1979;-
446913;Alyxia latilimba M.L.Grant, 1974;-
670907;Alyxia leucogyne Van Heurck & Müll.Arg., 1870;-
670908;Alyxia loeseneriana Schltr.;-
670909;Alyxia margaretiae Boiteau, 1979;-
671866;Alyxia mucronata D.J.Middleton;-
670910;Alyxia oppositifolia Boiteau, 1979;-
670911;Alyxia oubatchensis (Schltr.) Guillaumin;-
670912;Alyxia podocarpa Van Heurck & Müll.Arg., 1871;-
671865;Alyxia poyaensis (Boiteau) D.J.Middleton, 2002;-
670913;Alyxia rubricaulis (Baill.) Guillaumin, 1941;-
672489;Alyxia sarasinii Guillaumin, 1941;-
448630;Alyxia stellata var. deckeri Fosberg & Sachet, 1974;-
448631;Alyxia stellata var. fatuhivensis Fosberg & Sachet, 1974;-
448632;Alyxia stellata var. marquesensis (F.Br.) Fosberg & Sachet, 1974;-
670914;Alyxia tisserantii Montrouz., 1860;-
670915;Alyxia torqueata (Baill.) Guillaumin;-
671864;Alyxia veillonii D.J.Middleton, 2002;-
732583;Condylocarpon guyanense Desf., 1822;-
448091;Lepinia marquisensis W.L.Wagner & Lorence, 1997;-
446920;Lepinia taitensis Decne., 1849;-
732576;Aspidosperma helstonei Donsel., 1972;-
732580;Aspidosperma sandwithianum Markgr., 1935;-
674143;Melodinus aeneus Baill.;-
672906;Melodinus balansae Baill.;-
672907;Melodinus phylliraeoides Labill.;-
674144;Melodinus reticulatus Boiteau;-
672908;Melodinus scandens J.R.Forst. & G.Forst., 1775;-
672909;Melodinus vitiensis Rolfe, 1883;-
674631;Cerbera manghas var. acutisperma Boiteau, 1981;-
672532;Cerberiopsis Viell. ex Pancher & Sébert, 1874;-
674493;Cerberiopsis candelabra Vieill.;-
674613;Cerberiopsis candelabra var. vexillaria (Däniker) Boiteau, 1981;-
674601;Cerberiopsis candelabra var. candelabra Vieill.;-
672904;Cerberiopsis neriifolia (S.Moore) Boiteau;-
672905;Cerberiopsis obtusifolia (Van Heurck & Müll.Arg.) Boiteau, 1981;-
732632;Tabernaemontana albiflora (Miq.) Pulle, 1906;-
671648;Tabernaemontana cerifera Pancher & Sebert, 1874;-
732635;Tabernaemontana disticha A.DC., 1844;-
706850;Tabernaemontana mauritiana Poir., 1806;-
706851;Tabernaemontana persicariifolia Jacq., 1791;-
846472;Vinceae Duby, 1828;-
891077;Laxoplumeria aberrans J.F.Morales, 2018;-
672259;Ochrosia balansae (Guillaumin) Baill. ex Guillaumin, 1957;-
674453;Ochrosia balansae var. balansae (Guillaumin) Baill. ex Guillaumin, 1957;-
674145;Ochrosia balansae var. excelsior Boiteau, 1975;-
670919;Ochrosia bodenheimarum Guillaumin, 1957;-
706582;Ochrosia borbonica J.F.Gmel., 1791;-
700879;Ochrosia brevituba Boiteau, 1973;-
773988;Ochrosia brownii (Fosberg & Sachet) Lorence & Butaud, 2011;-
446923;Ochrosia fatuhivensis Fosberg & Sachet, 1972;-
670920;Ochrosia grandiflora Boiteau, 1975;-
670921;Ochrosia inventorum L.Allorge, 1984;-
700880;Ochrosia lifuana Guillaumin, 1941;-
700881;Ochrosia miana Baill. ex C.T.White, 1941;-
672040;Ochrosia mulsantii Montrouz., 1860;-
700882;Ochrosia sevenetii Boiteau, 1973;-
670922;Ochrosia silvatica Däniker, 1933;-
446925;Ochrosia tahitensis Laness. ex Pichon;-
700883;Ochrosia thiollierei Montrouz., 1860;-
672332;Rauvolfia balansae (Baill.) Boiteau, 1981;-
672829;Rauvolfia balansae subsp. balansae (Baill.) Boiteau, 1981;-
674485;Rauvolfia balansae subsp. schumanniana (Schltr.) Boiteau, 1981;-
674505;Rauvolfia balansae var. basicola (Boiteau) Boiteau, 1981;-
674506;Rauvolfia balansae var. schumanniana (Schltr.) Boiteau, 1981;-
630532;Rauvolfia biauriculata Müll.Arg., 1860;-
773990;Rauvolfia nukuhivensis (Fosberg & Sachet) Lorence & Butaud, 2011;-
446928;Rauvolfia sachetiae Fosberg, 1981;-
672292;Rauvolfia semperflorens (Müll.Arg.) Schltr., 1906;-
672831;Rauvolfia semperflorens var. semperflorens (Müll.Arg.) Schltr., 1906;-
674151;Rauvolfia semperflorens var. insularis Boiteau, 1976;-
672830;Rauvolfia semperflorens var. viridis (Van Heurck & Müll.Arg.) Boiteau;-
670799;Rauvolfia sevenetii Boiteau, 1976;-
670800;Rauvolfia spathulata Boiteau, 1976;-
198908;Vinca L., 1753;-
129463;Vinca difformis Pourr., 1788;-
142263;Vinca difformis subsp. difformis Pourr., 1788;-
129468;Vinca major L., 1753;-
142264;Vinca major subsp. major L., 1753;-
129470;Vinca minor L., 1753;-
846476;Vincinae M.E. Endress, 2014;-
732603;Lacmellea guyanensis (Müll.Arg.) Monach., 1945;-
706782;Secamone dilapidans F.Friedmann, 1990;-
706783;Secamone volubilis (Lam.) Marais, 1985;-
707208;Secamone volubilis var. volubilis (Lam.) Marais, 1985;-
705344;Trichosandra Decne., 1844;-
706885;Trichosandra borbonica Decne., 1844;-
187393;Gentianaceae Juss., 1789;-
189895;Blackstonia Huds., 1762;-
86084;Blackstonia acuminata (W.D.J.Koch & Ziz) Domin, 1933;Oui
132164;Blackstonia acuminata subsp. acuminata (W.D.J.Koch & Ziz) Domin, 1933;-
86085;Blackstonia imperfoliata (L.f.) Samp., 1913;Oui
86087;Blackstonia perfoliata (L.) Huds., 1762;-
132169;Blackstonia perfoliata subsp. perfoliata (L.) Huds., 1762;-
132168;Blackstonia perfoliata subsp. intermedia (Ten.) Zeltner, 1970;-
190444;Centaurium Hill, 1756;-
89837;Centaurium chloodes (Brot.) Samp., 1913;Oui
89840;Centaurium erythraea Rafn, 1800;-
133028;Centaurium erythraea subsp. erythraea Rafn, 1800;-
145374;Centaurium erythraea var. erythraea Rafn, 1800;-
145373;Centaurium erythraea var. capitatum (Willd.) Melderis, 1972;-
133030;Centaurium erythraea subsp. majus (Hoffmanns. & Link) Laínz, 1971;-
133031;Centaurium erythraea subsp. rhodense (Boiss. & Reut.) Melderis, 1972;-
133032;Centaurium erythraea subsp. rumelicum (Velen.) Melderis, 1972;-
89841;Centaurium favargeri Zeltner, 1970;Oui
89864;Centaurium x aschersonianum (Seemen) Hegi, 1927;-
89866;Centaurium x intermedium (Wheldon) Druce, 1905;-
89867;Centaurium x jolivetinum P.Fourn., 1938;-
89869;Centaurium x litardierei Ronniger ex Litard., 1948;-
89845;Centaurium littorale (Turner) Gilmour, 1937;Oui
133034;Centaurium littorale subsp. littorale (Turner) Gilmour, 1937;-
89847;Centaurium maritimum (L.) Fritsch, 1907;-
89851;Centaurium portense (Brot.) Butcher, 1930;-
89852;Centaurium pulchellum (Sw.) Druce, 1898;-
89854;Centaurium scilloides (L.f.) Samp., 1913;-
89857;Centaurium suffruticosum (Griseb.) Ronniger, 1916;-
89858;Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch, 1907;Oui
133046;Centaurium tenuiflorum subsp. acutiflorum (Schott) Zeltner, 1970;-
839089;Chelonanthus hamatus Lepis, 2014;-
190820;Cicendia Adans., 1763;-
91132;Cicendia filiformis (L.) Delarbre, 1800;Oui
715630;Comastoma (Wettst.) Toyok., 1961;-
92220;Comastoma tenellum (Rottb.) Toyok., 1961;-
629435;Coutoubea spicata Aubl., 1775;-
629620;Enicostema verticillatum (L.) Engl. ex Gilg, 1895;-
192489;Exaculum Caruel, 1886;-
97904;Exaculum pusillum (Lam.) Caruel, 1886;Oui
192750;Gentiana L., 1753;-
99854;Gentiana acaulis L., 1753;-
99857;Gentiana alpina Vill., 1779;-
99860;Gentiana angustifolia Vill., 1787;-
99862;Gentiana asclepiadea L., 1753;Oui
99866;Gentiana bavarica L., 1753;-
135010;Gentiana bavarica var. bavarica L., 1753;-
147390;Gentiana bavarica var. subacaulis Schleich. ex Gaudin, 1828;-
99870;Gentiana brachyphylla Vill., 1779;-
99871;Gentiana burseri Lapeyr., 1813;-
135019;Gentiana burseri subsp. burseri Lapeyr., 1813;-
612475;Gentiana burseri subsp. actinocalyx Polidori, 2008;-
135020;Gentiana burseri subsp. villarsii (Griseb.) Rouy, 1908;-
99878;Gentiana clusii E.P.Perrier & Songeon, 1853;-
99881;Gentiana cruciata L., 1753;-
99958;Gentiana x ambigua Hayek, 1908;-
979974;Gentiana x charpentieri Thomas ex Hegetschw., 1838;-
99959;Gentiana x digenea Jakow., 1899;-
99964;Gentiana x grisebachiana Rouy, 1890;-
99967;Gentiana x hybrida Schleich. ex DC., 1805;-
99968;Gentiana x laengstii Hausm., 1858;-
99970;Gentiana x marcailhouana Rouy, 1890;-
99971;Gentiana x media Arv.-Touv., 1871;-
99977;Gentiana x spuria Lebert ex Griseb., 1838;-
99899;Gentiana ligustica R.Vilm. & Chopinet, 1956;-
99903;Gentiana lutea L., 1753;-
135036;Gentiana lutea subsp. lutea L., 1753;-
99910;Gentiana nivalis L., 1753;-
99913;Gentiana occidentalis Jakow., 1899;-
99914;Gentiana orbicularis Schur, 1852;-
99919;Gentiana pannonica Scop., 1771;-
99922;Gentiana pneumonanthe L., 1753;Oui
99928;Gentiana punctata L., 1753;-
99929;Gentiana purpurea L., 1753;-
99931;Gentiana pyrenaica L., 1767;Oui
99936;Gentiana rostanii Reut. ex Verl., 1872;Oui
99939;Gentiana schleicheri (Vacc.) Kunz, 1939;-
99948;Gentiana terglouensis Hacq., 1782;-
99951;Gentiana utriculosa L., 1753;-
99953;Gentiana verna L., 1753;-
135048;Gentiana verna subsp. verna L., 1753;-
135044;Gentiana verna subsp. delphinensis (Beauverd) H.Kunze, 1971;-
192751;Gentianella Moench, 1794;-
99979;Gentianella amarella (L.) Börner, 1912;-
717760;Gentianella campestris x Gentianella ramosa ;-
99982;Gentianella campestris (L.) Börner, 1912;-
99986;Gentianella germanica (Willd.) Börner, 1912;-
162265;Gentianella x macrocalyx (?elak.) B.Bock, 2012;-
99993;Gentianella x pamplinii (Druce) E.F.Warb., 1952;-
99988;Gentianella ramosa (Hegetschw.) Holub, 1967;-
99991;Gentianella uliginosa (Willd.) Börner, 1912;Oui
715629;Gentianopsis Ma, 1951;-
99994;Gentianopsis ciliata (L.) Ma, 1951;-
733366;Potalia amara Aubl., 1775;-
715648;Schenkia Griseb., 1853;-
619065;Schenkia spicata (L.) G.Mans., 2004;-
198106;Swertia L., 1753;-
125319;Swertia perennis L., 1753;Oui
733370;Tachia guianensis Aubl., 1775;-
630888;Voyria aphylla (Jacq.) Pers., 1805;-
733374;Voyria clavata Splitg., 1840;-
733377;Voyria rosea Aubl., 1775;-
733379;Voyria tenuiflora Griseb., 1845;-
706315;Geniostoma angustifolium Bouton ex A.DC., 1845;-
447280;Geniostoma astylum A.Gray, 1860;-
671161;Geniostoma balansaeanum Baill., 1880;-
706316;Geniostoma borbonicum (Lam.) Spreng., 1824;-
671962;Geniostoma celastrineum Baill., 1880;-
447281;Geniostoma clavatum J.W.Moore, 1933;-
672244;Geniostoma densiflorum Baill.;-
674457;Geniostoma densiflorum var. densiflorum Baill.;-
673208;Geniostoma densiflorum var. oleifolium (S.Moore) B.J.Conn, 1980;-
671963;Geniostoma erythrospermum Baill.;-
447282;Geniostoma gagneae Fosberg & Sachet, 1981;-
671162;Geniostoma glaucescens Schltr., 1906;-
447283;Geniostoma hallei Fosberg & Sachet, 1975;-
448673;Geniostoma hallei var. hallei Fosberg & Sachet, 1975;-
448672;Geniostoma hallei var. fatuivense Fosberg & Sachet, 1981;-
448674;Geniostoma hallei var. hivaoense Fosberg & Sachet, 1981;-
830258;Geniostoma imbricatum (Guillaumin) C.S.P.Foster & B.J.Conn, 2013;-
671163;Geniostoma mooreanum B.J.Conn, 1980;-
671964;Geniostoma novaecaledoniae Vieill. ex Baill.;-
706317;Geniostoma pedunculatum Bojer ex DC., 1845;-
447285;Geniostoma quadrangulare Fosberg, 1975;-
447286;Geniostoma rapense F.Br., 1931;-
673209;Geniostoma rupestre var. crassifolium (Benth.) B.J.Conn, 1980;-
673211;Geniostoma rupestre var. thymeleaceum (Baill.) B.J.Conn, 1980;-
671164;Geniostoma vestitum Baill., 1880;-
630177;Mitreola petiolata (J.F.Gmel.) Torr. & A.Gray, 1841;-
733942;Spigelia guianensis (Aubl.) Lemée, 1954;-
187397;Rubiaceae Juss., 1789;-
672792;Thiollierea Montrouz., 1860;-
673766;Thiollierea artensis Montrouz., 1860;-
674340;Thiollierea campanulata (Brongn.) Baum.-Bod., 1989;-
673970;Thiollierea dagostinii Barrabé & Mouly, 2011;-
674236;Thiollierea kaalaensis (N.Hallé & Jérémie) Barrabé & Mouly, 2011;-
921596;Thiollierea laureana Mouly;-
673881;Thiollierea lenormandii (N.Hallé & Jérémie) Barrabé & Mouly, 2011;-
673767;Thiollierea macrophylla (Brongn.) Baum.-Bod., 1989;-
921597;Thiollierea montana (Vieill.) Paudyal & Delprete, 2018;-
983309;Thiollierea naounarum Fleurot & Barrabé, 2021;-
673882;Thiollierea neriifolia (Brongn.) Barrabé & Mouly, 2011;-
673883;Thiollierea pachyphylla (Guillaumin) Barrabé & Mouly, 2011;-
982904;Thiollierea papineaui Barrabé & Fleurot, 2021;-
674062;Thiollierea parviflora (Schltr. & K.Krause) Barrabé & Mouly;-
921621;Thiollierea propinqua (Brongn. & Gris) Paudyal & Delprete, 2018;-
674063;Thiollierea retusiflora (Brongn.) Barrabé & Mouly;-
673956;Thiollierea rigaultii Barrabé & Mouly, 2011;-
674238;Thiollierea tubiflora (Brongn.) Barrabé & Mouly;-
1002313;Achilleanthus glabrescens (Schltr.) J.G.Chavez, Liede & Meve, 2021;-
1002314;Achilleanthus hypolasius (Baill.) J.G.Chavez, 2021;-
1002316;Achilleanthus ngoyensis (Schltr.) J.G.Chavez, 2021;-
785501;Chomelia triflora (J.H.Kirkbr.) Delprete & Achille, 2010;-
734769;Guettarda argentea Lam., 1789;-
671486;Guettarda artensis Guillaumin, 1930;-
672188;Guettarda baladensis Guillaumin, 1944;-
671487;Guettarda balansaeana Baill., 1879;-
671488;Guettarda eximia Baill., 1879;-
672475;Guettarda heterosepala Guillaumin, 1944;-
700685;Guettarda humboldtensis Guillaumin, 1957;-
672423;Guettarda mephitica Guillaumin, 1944;-
672190;Guettarda splendens Baill., 1879;-
700690;Guettarda trimera Guillaumin, 1930;-
671490;Guettarda wagapensis Guillaumin, 1944;-
1002309;Guettardella ioensis (Baill.) J.G.Chavez, 2021;-
1002322;Guettardella rhamnoides (Baill.) J.G.Chavez, 2021;-
701281;Timonius platycarpus Montrouz., 1860;-
673774;Tinadendron noumeanum (Baill.) Achille, 2006;-
629865;Hoffmannia tubiflora Griseb., 1861;-
730863;Patima Aubl., 1775;-
734826;Patima guianensis Aubl., 1775;-
629857;Hillia parasitica Jacq., 1760;-
734778;Isertia coccinea (Aubl.) J.F.Gmel., 1791;-
769285;Isertia pterantha Bremek., 1957;-
734782;Isertia spiciformis DC., 1830;-
630564;Rondeletia martinicensis Krug & Urb., 1899;-
673765;Augusta austrocaledonica (Brongn.) J.H.Kirkbr.;-
705938;Bertiera borbonica A.Rich. ex DC., 1830;-
707190;Bertiera borbonica var. borbonica A.Rich. ex DC., 1830;-
707134;Bertiera borbonica var. stipulata Verdc., 1983;-
705939;Bertiera rufa DC., 1830;-
807255;Coffea humblotiana Baill., 1885;-
706067;Coffea mauritiana Lam., 1783;-
734736;Duroia amapana Steyerm., 1965;-
734737;Duroia aquatica (Aubl.) Bremek., 1934;-
734741;Duroia martiniana (Miers) Bremek., 1934;-
734743;Duroia plicata Benoist, 1920;-
673893;Aidia congesta (Schltr. & K.Krause) Ridsdale, 1996;-
673894;Aidia vieillardii (Baill.) Ridsdale, 1996;-
671459;Atractocarpus aragoensis Guillaumin, 1930;-
671460;Atractocarpus bracteatus Schltr. & K.Krause, 1908;-
671462;Atractocarpus heterophyllus (Montrouz.) Guillaumin & Beauvis., 1913;-
671463;Atractocarpus longistipitatus Baill. ex Guillaumin, 1930;-
671465;Atractocarpus platyxylon (Vieill. ex Pancher & Sebert) Guillaumin, 1930;-
671757;Atractocarpus pterocarpon (Guillaumin) Puttock, 1999;-
671466;Atractocarpus rotundifolius Guillaumin, 1957;-
671467;Atractocarpus sessilifolius Guillaumin, 1930;-
448142;Atractocarpus tahitensis (Nadeaud) Puttock, 1999;-
671469;Atractocarpus vaginatus Baill. ex Guillaumin;-
700657;Gardenia artensis Montrouz., 1860;-
671482;Gardenia aubryi Vieill., 1862;-
671629;Gardenia colnettiana Guillaumin, 1957;-
671483;Gardenia conferta Baill. ex Guillaumin;-
671484;Gardenia mollis Schltr., 1906;-
830124;Gardenia ngoyensis Schltr., 1906;-
671628;Gardenia oudiepe Vieill.;-
672187;Gardenia schlechteri Bonati & Petitm., 1907;-
671485;Gardenia urvillei Montrouz., 1860;-
887602;Randia asperifolia (Sandwith) Sandwith, 1933;-
671631;Randia baladica Montrouz. ex Guillaumin;-
672227;Randia brandzeana Baill., 1879;-
671634;Randia comptonii S.Moore, 1921;-
671633;Randia lecardii Guillaumin, 1930;-
672226;Randia nigricans Schltr., 1906;-
671632;Randia pancheriana Baill. ex Guillaumin, 1930;-
671703;Randia pseudoterminalis Guillaumin, 1957;-
734901;Randia pubiflora Steyerm., 1981;-
734935;Tocoyena longiflora Aubl., 1775;-
671817;Ixora aoupinieensis Hoang & Mouly, 2007;-
976125;Ixora borboniae Mouly & B.Bremer, 2009;-
447499;Ixora brevipedunculata Fosberg, 1937;-
671627;Ixora buxina Baill., 1878;-
672250;Ixora cauliflora Montrouz., 1860;-
673485;Ixora cauliflora var. cauliflora Montrouz., 1860;-
674327;Ixora cauliflora var. graciliflora Guillaumin, 1930;-
672093;Ixora clarae Mouly & Pisivin, 2007;-
672251;Ixora collina (Montrouz.) Beauvis., 1901;-
673487;Ixora collina var. collina (Montrouz.) Beauvis., 1901;-
673486;Ixora collina var. minor Guillaumin;-
671495;Ixora comptonii S.Moore, 1921;-
671496;Ixora dzumacensis Guillaumin, 1929;-
671897;Ixora elisae Mouly & Pisivin, 2007;-
448447;Ixora foetida (L.f.) Fosberg, 1993;-
672252;Ixora francii Schltr. & K.Krause, 1908;-
673488;Ixora francii var. francii Schltr. & K.Krause, 1908;-
673689;Ixora francii var. angustifolia Schltr. & K.Krause;-
671823;Ixora ixoroides (Guillaumin) Mouly & B.Bremer, 2009;-
774429;Ixora jourdanii Mouly & J.Florence, 2007;-
672191;Ixora kuakuensis S.Moore, 1921;-
671497;Ixora lecardii Guillaumin, 1930;-
671498;Ixora longiloba Guillaumin, 1930;-
671822;Ixora margaretiae (N.Hallé) Mouly & B.Bremer, 2009;-
447505;Ixora marquesensis F.Br., 1935;-
447506;Ixora mooreensis (Nadeaud) Fosberg, 1937;-
672253;Ixora oligantha Schltr. & K.Krause, 1908;-
673489;Ixora oligantha var. oligantha Schltr. & K.Krause, 1908;-
674328;Ixora oligantha var. opuloides Baill. ex Guillaumin;-
447508;Ixora ooumuensis J.Florence, 1986;-
448351;Ixora orohenensis Nadeaud, 1897;-
447509;Ixora raiateensis J.W.Moore, 1933;-
447510;Ixora raivavaensis Fosberg, 1937;-
672216;Ixora schlechteri Bremek.;-
447511;Ixora setchellii Fosberg, 1937;-
447512;Ixora spathoidea F.Br., 1935;-
447513;Ixora st.-johnii Fosberg, 1937;-
447514;Ixora stokesii F.Br., 1935;-
774435;Ixora tahuataensis Mouly & J.Florence, 2007;-
447515;Ixora temehaniensis J.W.Moore, 1933;-
774436;Ixora uahukaensis Lorence & W.L.Wagner, 2007;-
774437;Ixora uapouensis Lorence & W.L.Wagner, 2007;-
671499;Ixora vieillardii Guillaumin, 1944;-
671500;Ixora yaouhensis Schltr., 1906;-
707202;Myonima obovata var. obovata Lam., 1791;-
707157;Myonima obovata var. longifolia Verdc., 1983;-
1000562;Bremeria landia (Poir.) Razafim. & Alejandro, 2005;-
1000565;Bremeria landia var. landia (Poir.) Razafim. & Alejandro, 2005;-
1000563;Bremeria landia var. holosericea (Sm.) A.P.Davis & Razafim., 2011;-
809263;Cremaspora triflora subsp. comorensis (Baill.) Verdc., 1980;-
705255;Fernelia Comm. ex Lam., 1788;-
710399;Fernelia buxifolia Lam., 1788;-
706287;Fernelia pedunculata C.F.Gaertn., 1806;-
671706;Tarenna hexamera (Schltr. & K.Krause) Jérémie, 1987;-
671707;Tarenna ignambiensis (Guillaumin) Jérémie, 1974;-
671708;Tarenna lifouana (Däniker) Jérémie, 1974;-
671709;Tarenna microcarpa (Guillaumin) Jérémie, 1974;-
671710;Tarenna rhypalostigma (Schltr.) Bremek., 1934;-
672302;Tarenna truncatocalyx (Guillaumin) Bremek., 1934;-
673725;Tarenna truncatocalyx var. truncatocalyx (Guillaumin) Bremek., 1934;-
673724;Tarenna truncatocalyx var. artensis (Guillaumin) Jérémie, 1974;-
671711;Tarenna unioensis (Guillaumin) Jérémie, 1974;-
671712;Tarenna verticillata Jérémie, 1974;-
734921;Sabicea cinerea Aubl., 1775;-
887790;Sabicea mollissima Benth. ex Wernham, 1914;-
730870;Neobertiera Wernham, 1917;-
839019;Neobertiera micrantha Delprete, 2015;-
913184;Neobertiera palustris (A.Rich.) Delprete, 2019;-
888109;Sipanea subsect. Nudae Steyerm., 1967;-
734929;Sipanea ovalifolia Bremek., 1934;-
741608;Sipanea ovalifolia var. ovalifolia Bremek., 1934;-
741611;Sipanea ovalifolia var. villosissima Steyerm., 1984;-
741614;Sipanea pratensis var. pratensis Aubl., 1775;-
735510;Sipanea stahelii Bremek., 1934;-
734930;Sipanea wilson-brownei R.S.Cowan, 1952;-
671470;Cyclophyllum baladense Guillaumin, 1930;-
671471;Cyclophyllum balansae (Baill.) Guillaumin, 1930;-
672474;Cyclophyllum calyculatum Guillaumin, 1930;-
671472;Cyclophyllum cardiocarpum (Baill.) Guillaumin, 1930;-
671474;Cyclophyllum deplanchei Hook.f., 1876;-
671821;Cyclophyllum fragrans (Schltr. & K.Krause) Mouly, 2007;-
830193;Cyclophyllum guillauminianum Baum.-Bod. ex Mouly & Jeanson;-
671476;Cyclophyllum henriettae (Baill.) Guillaumin;-
671477;Cyclophyllum jasminifolium Guillaumin & MacKee;-
830196;Cyclophyllum letocartiorum Mouly, 2015;-
830198;Cyclophyllum macphersonii Mouly, 2015;-
830197;Cyclophyllum memaoyaense Mouly, 2015;-
671478;Cyclophyllum merrillianum Guillaumin, 1930;-
671479;Cyclophyllum pancheri (Baill.) Guillaumin, 1930;-
830195;Cyclophyllum pindaiense Mouly, 2015;-
672185;Cyclophyllum sagittatum Baill. ex Guillaumin;-
