CD_NOM;Nom scientifique;Indicatrice ZH
73848;Cosmarium laeve Rabenh., 1868;-
648992;Cosmarium laeve var. africanum Willi Krieg. & Gerloff, 1969;-
648993;Cosmarium laeve var. cymatium West & G.S.West, 1905;-
648994;Cosmarium laeve var. pseudooctangulare F.E.Fritsch & M.F.Rich, 1930;-
648995;Cosmarium laeve var. westii Willi Krieg. & Gerloff, 1969;-
648997;Cosmarium lagerheimii Gutw., 1892;-
719869;Cosmarium lapponicum Borge, 1913;-
648998;Cosmarium leiodermum F.Gay, 1884;-
648999;Cosmarium limnophilum Schmidle, 1895;-
649000;Cosmarium logiense Bissett, 1884;-
649001;Cosmarium lortetianum Rabenh., 1891;-
73849;Cosmarium lundellii Delponte, 1877;-
73850;Cosmarium lundelii var. ellipticum West;-
945877;Cosmarium lundellii f. scrobiculatum Irénée-Marie, 1956;-
649003;Cosmarium lundellii var. borgei Willi Krieg. & Gerloff, 1962;-
999404;Cosmarium lundellii var. corruptum (W.B.Turner) West & G.S.West, 1902;-
649004;Cosmarium lundellii var. subcirculare Messikommer, 1957;-
649005;Cosmarium lutetianum Kouwets, 1998;-
649006;Cosmarium magnificum Nordst., 1887;-
649007;Cosmarium magnificum var. italicum Racib., 1889;-
894988;Cosmarium magnificum var. minus Coesel, 1989;-
649008;Cosmarium majae Strøm, 1922;-
649009;Cosmarium majae var. martinotti Baier;-
625807;Cosmarium margaritatum (P.Lundell) J.Roy & Bisset, 1886;-
649010;Cosmarium margaritatum f. maius Schmidle, 1901;-
649011;Cosmarium margaritatum f. minus (Boldt) West & G.S.West, 1897;-
649012;Cosmarium margaritatum f. subrotundatum West & G.S.West, 1912;-
73851;Cosmarium margaritiferum Menegh. ex Ralfs, 1848;-
792107;Cosmarium margaritiferum f. confusum (Cooke) West & G.S.West, 1908;-
649013;Cosmarium margaritiferum var. badense (Schmidle) P.F.M.Coesel, 1989;-
73852;Cosmarium meneghinii Bréb. ex Ralfs, 1848;-
649014;Cosmarium meneghinii var. disjunctum Messikommer, 1957;-
649015;Cosmarium microsphinctum Nordst., 1876;-
719888;Cosmarium microsphinctum var. crispulum Nordst., 1876;-
625823;Cosmarium minimum West & G.S.West, 1895;-
73854;Cosmarium moniliforme Ralfs, 1848;-
649016;Cosmarium moniliforme var. punctatum Lagerh., 1887;-
625825;Cosmarium monomazum P.Lundell, 1871;-
649017;Cosmarium monomazum var. glabrum Hinode, 1952;-
649018;Cosmarium monomazum var. polymazum Nordst., 1873;-
649019;Cosmarium naegelianum Bréb., 1856;-
73856;Cosmarium nasutum Nordst., 1872;-
649020;Cosmarium nasutum f. granulatum Nordst., 1872;-
649021;Cosmarium neouviellense Kouwets, 1997;-
73857;Cosmarium nitidulum De Not., 1867;-
649022;Cosmarium nordstedtii Delponte, 1878;-
649023;Cosmarium norimbergense Reinsch, 1867;-
649025;Cosmarium notabile Bréb., 1856;-
649026;Cosmarium notabile var. heterocrenatum (West & G.S.West) Willi Krieg. & Gerloff, 1965;-
999408;Cosmarium notabile var. medium (Gutw.) Willi Krieger & Gerloff, 1965;-
894989;Cosmarium notabile var. subnotabile (Wille) Coesel, 2007;-
719887;Cosmarium notabile var. transiens Insam & Willi Krieg., 1936;-
627059;Cosmarium novae-semliae Wille, 1879;-
649027;Cosmarium novae-semliae var. granulatum Schmidle, 1898;-
649028;Cosmarium novae-semliae var. sibiricum Boldt, 1885;-
649029;Cosmarium nymannianum Grunow in Rabenh., 1868;-
73858;Cosmarium obliquum Nordst., 1873;-
649030;Cosmarium obliquum var. corribsensiforme Messikommer, 1942;-
649031;Cosmarium oblongum A.W.Bennett, 1886;-
73859;Cosmarium obsoletum (Hantzsch) Reinsch, 1867;-
649032;Cosmarium obsoletum var. punctatum W.M.Maskell, 1883;-
649033;Cosmarium obsoletum var. sitvense Gutw., 1902;-
73860;Cosmarium obtusatum (Schmidle) Schmidle, 1898;-
649034;Cosmarium obtusatum f. minus Skuja, 1937;-
720970;Cosmarium obtusatum var. beanlandii (West & G.S.West) West & G.S.West, 1908;-
792128;Cosmarium ocellatum B.Eichler & Gutw., 1894;-
73861;Cosmarium ochthodes Nordst., 1875;-
649035;Cosmarium ochthodes var. amoebum West, 1892;-
649036;Cosmarium orbiculatum Ralfs ex Ralfs, 1848;-
73862;Cosmarium ordinatum (Børgesen) West & G.S.West, 1896;-
999410;Cosmarium ordinatum var. schulzii (Messik.) Forster, 1973;-
73863;Cosmarium ornatum Ralfs;-
649037;Cosmarium orthogonum Delponte, 1878;-
649038;Cosmarium orthostichum P.Lundell, 1871;-
649039;Cosmarium orthostichum var. pumilum P.Lundell, 1871;-
625827;Cosmarium ovale Ralfs ex Ralfs, 1848;-
649040;Cosmarium ovale var. prescottii Iréneé-Marie, 1939;-
649041;Cosmarium ovale var. subglabrum West & G.S.West, 1896;-
73864;Cosmarium pachydermum P.Lundell, 1871;-
73865;Cosmarium pachydermum var. aethiopicum W. & G. s. West;-
649042;Cosmarium pachydermum var. hexagonum Gutw., 1890;-
649043;Cosmarium pachydermum var. minus Nordst., 1873;-
649044;Cosmarium pankakoskii Grönblad, 1947;-
73868;Cosmarium parvulum Breb., 1856;-
894992;Cosmarium parvulum var. undulatum Schmidle, 1895;-
73869;Cosmarium perforatum P.Lundell, 1871;-
649045;Cosmarium perforatum var. rauchii Ducelier, 1918;-
649046;Cosmarium perforatum var. skujae Grönblad, 1945;-
719890;Cosmarium pericymatium Nordst., 1875;-
719892;Cosmarium pericymatium var. eboracense West & G.S.West, 1900;-
73870;Cosmarium phaseolus Bréb. ex Ralfs, 1848;-
649047;Cosmarium phaseolus f. minus Boldt, 1885;-
73871;Cosmarium phaseolus var. elevatum Nordst.;-
649049;Cosmarium phaseolus var. notatum (Norstedt) Coesel, 1991;-
649050;Cosmarium phaseolus var. skujae Willi Krieg. & Gerloff, 1962;-
649051;Cosmarium phaseolus var. subbireme Racib., 1889;-
649052;Cosmarium pileolatum Bréb. ex Comère, 1901;-
649053;Cosmarium plicatum Reinsch, 1867;-
649054;Cosmarium pluviale W.Archer in Pritchard, 1861;-
650139;Cosmarium pokornyanum (Grunow) West & G.S.West, 1900;-
650140;Cosmarium pokornyanum var. trigonum (Nordst.) Krieger & Gerloff, 1965;-
811580;Cosmarium polonicum Racib., 1884;-
811581;Cosmarium polonicum var. supranotatum Messik., 1957;-
73873;Cosmarium polygonum (Naeg.) Arch.;-
650142;Cosmarium porteanum W.Archer, 1860;-
650143;Cosmarium porteanum var. brasiliense Wille, 1884;-
650144;Cosmarium porteanum var. nephroideum Wittrock, 1872;-
650145;Cosmarium praecisum Borge, 1921;-
720026;Cosmarium praecisum var. suecicum (Borge) Krieger & Gerloff, 1962;-
73875;Cosmarium praemorsum Bréb., 1856;-
650146;Cosmarium praemorsum var. germanicum Racib., 1889;-
73876;Cosmarium prominulum Racib., 1885;-
650147;Cosmarium prominulum var. subundulatum West & G.S.West, 1894;-
625829;Cosmarium protractum (Nägeli) De Bary, 1858;-
720385;Cosmarium protractum var. basigranulatum Wade;-
999412;Cosmarium protuberans P.Lundell, 1871;-
73878;Cosmarium pseudamoenum Wille;-
73879;Cosmarium pseudarctoum Nordst., 1879;-
650151;Cosmarium pseudobiremum Boldt, 1885;-
793170;Cosmarium pseudobiremum f. minus Boldt, 1885;-
650152;Cosmarium pseudobotrytis F.Gay, 1884;-
650154;Cosmarium pseudobotrytis var. pyrenaica F.Gay;-
650156;Cosmarium pseudocommissurale F.A.C.Kouwets, 1991;-
73884;Cosmarium pseudoconnatum Nordst., 1870;-
650157;Cosmarium pseudoconnatum var. ellipsoideum West & G.S.West, 1902;-
650159;Cosmarium pseudoconnatum var. ornatum V.Allorge & P.Allorge, 1930;-
73881;Cosmarium pseudoexiguum Racib., 1885;-
650160;Cosmarium pseudoexiguum var. angustatum West & G.S.West, 1908;-
650161;Cosmarium pseudoholmii Borge, 1913;-
73885;Cosmarium pseudonitidulum Nordst., 1873;-
650162;Cosmarium pseudonitidulum var. rotundatum Willi Krieg. & Gerloff, 1965;-
73886;Cosmarium pseudonitidulum var. validum West & G.S.West, 1905;-
627095;Cosmarium pseudoornatum B.Eichler & Gutw., 1894;-
650163;Cosmarium pseudopericymatium Hinode, 1965;-
625833;Cosmarium pseudoprotuberans O.Kirchner, 1878;-
720971;Cosmarium pseudoprotuberans var. alpinum Racib., 1885;-
650164;Cosmarium pseudoprotuberans var. inapertum Messikommer, 1957;-
650165;Cosmarium pseudoprotuberans var. kossinskaiae Willi Krieg. & Gerloff, 1965;-
650252;Cosmarium pseudoprotuberans var. sulcatum (Nordst.) Coesel, 1991;-
73882;Cosmarium pseudopyramidatum P.Lundell, 1871;-
650166;Cosmarium pseudopyramidatum var. lentiferum Taylor, 1934;-
650167;Cosmarium pseudopyramidatum var. maximum (Børgesen) G.W.Prescott, H.T.Croasdale, W.C.Vinyard & C.E.Bicudo, 1981;-
650168;Cosmarium pseudopyramidatum var. oculatum Willi Krieg., 1932;-
650169;Cosmarium pseudopyramidatum var. rotundatum Willi Krieg. & Gerloff, 1965;-
650170;Cosmarium pseudoretusum F.Ducellier, 1918;-
650171;Cosmarium pseudoretusum var. inaequalipellicum (West & G.S.West) Willi Krieg. & Gerloff, 1962;-
650172;Cosmarium pseudospeciosum Racib., 1892;-
627107;Cosmarium pseudowembaerense Kouwets, 1998;-
650173;Cosmarium punctatum Nordst.;-
73887;Cosmarium punctulatum Bréb., 1856;-
719901;Cosmarium punctulatum var. rotundatum G.A.Klebs, 1879;-
73888;Cosmarium punctulatum var. subpunctulatum (Nordst.) Borg.;-
851105;Cosmarium pycnochondrum Nordst., 1873;-
676628;Cosmarium pygmaeum W.Archer, 1864;-
650175;Cosmarium pyonochondrum Nordst.;-
73890;Cosmarium pyramidatum Bréb. ex Ralfs, 1848;-
73891;Cosmarium pyramidatum var. angustatum W. & G. s. West;-
650176;Cosmarium pyramidatum var. convexum Willi Krieg. & Gerloff, 1965;-
792122;Cosmarium pyramidatum var. stenonotum (v) Klebs, 1879;-
850854;Cosmarium pyramidatum var. stephanii (Irénée-Marie) Willi Krieg. & Gerloff, 1965;-
73892;Cosmarium quadratulum (F.Gay) De Toni, 1889;-
650177;Cosmarium quadratulum var. boldtii (Messikommer) Krieger & Gerloff, 1965;-
650178;Cosmarium quadratulum var. eastriforme Laporte, 1931;-
73893;Cosmarium quadratum Ralfs ex Ralfs, 1848;-
650179;Cosmarium quadratum var. willei (Schmidle) Willi Krieg. & Gerloff, 1969;-
650180;Cosmarium quadrifarium P.Lundell, 1871;-
73895;Cosmarium quadrum Lundell, 1871;-
650181;Cosmarium quadrum var. minus Nordst., 1873;-
999416;Cosmarium quadrum var. sublatum (Nordst.) West & G.S.West, 1912;-
650183;Cosmarium quasillus P.Lundell, 1871;-
650184;Cosmarium quinarium P.Lundell, 1871;-
73896;Cosmarium ralfsii Breb.;-
73898;Cosmarium rectangulare Grunow, 1868;-
650185;Cosmarium rectangulare var. cambrense (W.B.Turner) West & G.S.West, 1896;-
650186;Cosmarium rectangulare var. croasdaleae Förster, 1963;-
650187;Cosmarium rectangulare var. hexagonum (Elfving) West & G.S.West, 1908;-
719905;Cosmarium rectosporum Turner, 1893;-
792125;Cosmarium refringens W.R.Taylor, 1934;-
792126;Cosmarium refringens var. subcoliferum (Grondblad) Willi Krieg. & Gerloff, 1962;-
627018;Cosmarium regnellii Wille, 1884;-
650189;Cosmarium regnellii var. dilatatum (Messikommer) Willi Krieg. & Gerloff, 1969;-
650190;Cosmarium regnellii var. minimum Eichler & Gutw., 1894;-
650191;Cosmarium regnellii var. pseudoregnellii (Messikommer) Willi Krieg. & Gerloff, 1944;-
720973;Cosmarium regnellii var. regnellii Wille, 1884;-
73901;Cosmarium regnesii Reinsch, 1866;-
650193;Cosmarium regnesii var. polonicum (B.Eichler & Gutw.) Compère, 1976;-
73902;Cosmarium reniforme (Ralfs) W.Archer, 1874;-
650195;Cosmarium reniforme var. apertum West & G.S.West, 1908;-
650196;Cosmarium reniforme var. compressum Nordst., 1887;-
720974;Cosmarium reniforme var. elevatum West & G.S.West, 1898;-
650199;Cosmarium retusiforme (Wille) Gutw., 1890;-
650200;Cosmarium retusiforme var. acutum (W.B.Turner) Willi Krieg. & Gerloff, 1862;-
650201;Cosmarium retusiforme var. africanum (F.E.Fritsch) Compère, 1976;-
650202;Cosmarium retusiforme var. morzinense Laporte, 1931;-
650203;Cosmarium retusum (Perty) Rabenh., 1868;-
650205;Cosmarium rotundatum (F.Gay) De Toni, 1889;-
650206;Cosmarium rupestre (Nägeli) W.Archer in Pritchard, 1861;-
719909;Cosmarium scoticum West & G.S.West, 1894;-
625839;Cosmarium sexangulare P.Lundell, 1871;-
625837;Cosmarium sexangulare var. minus Roy & Bisset, 1886;-
625841;Cosmarium sexnotatum Gutw., 1892;-
650207;Cosmarium sexnotatum var. bipunctatum (Wo?osz.) Coesel, 1989;-
650208;Cosmarium sexnotatum var. denotatum Gronblad, 1821;-
650209;Cosmarium sexnotatum var. tristriatum (Lütkem.) Schmidle, 1895;-
650210;Cosmarium simplex (F.Gay) De Toni;-
650211;Cosmarium simplicius (West & G.S.West) Grönblad, 1931;-
650213;Cosmarium simplicius var. puerile Kouwets, 1997;-
73905;Cosmarium sinostegos Schaarschmidt;-
73906;Cosmarium sinostegos var. obtusius Gutw.;-
625843;Cosmarium smolandicum P.Lundell, 1871;-
650214;Cosmarium sparsepunctatum (Schmidle) West & G.S.West, 1897;-
650215;Cosmarium speciosissimum Schmidle, 1895;-
73908;Cosmarium speciosum P.Lundell, 1871;-
650216;Cosmarium speciosum f. minus Wille, 1879;-
73909;Cosmarium speciosum var. biforme Nordst.;-
73910;Cosmarium speciosum var. rostafinskii (Gutw.) West & West;-
650221;Cosmarium speciosum var. simplex Nordst., 1872;-
650222;Cosmarium sphaeroideum West, 1892;-
625845;Cosmarium sphagnicola West & G.S.West, 1897;-
650223;Cosmarium sphagnicola var. armatum Willi Krieg. & Gerloff, 1965;-
73911;Cosmarium sphalerostichum Nordst.;-
73912;Cosmarium sportella Bréb. ex Kütz., 1849;-
73913;Cosmarium sportella var. subnudum W. & G. s. West;-
650224;Cosmarium staurochondrum Lemaire, 1883;-
650225;Cosmarium striolatum (Nägeli) W.Archer, 1861;-
650226;Cosmarium subadoxum Grönblad, 1934;-
650227;Cosmarium subalatum West & G.S.West, 1895;-
625857;Cosmarium subarctoum (Lagerh.) Racib., 1892;-
650228;Cosmarium subcontractum West & G.S.West, 1905;-
73914;Cosmarium subcostatum Nordst., 1876;-
650229;Cosmarium subcostatum var. beckii (Gutw.) West & G.S.West, 1908;-
650230;Cosmarium subcostatum var. minus (West & G.S.West) Kurt Föster, 1982;-
73915;Cosmarium subcrenatum Hantzsch, 1868;-
894994;Cosmarium subcrenatum var. sublaeve W.R.Taylor, 1934;-
73916;Cosmarium subcucumis Schmidle;-
650231;Cosmarium subdanicum West, 1892;-
999418;Cosmarium subdeplanatum Schmidle, 1898;-
627097;Cosmarium subgranatum (Nordst.) Lütkem., 1902;-
894995;Cosmarium subgranatum var. borgei Willi Krieg., 1944;-
650232;Cosmarium subhammeri Rich, 1935;-
650233;Cosmarium subimpressulum O.Borge, 1894;-
719911;Cosmarium sublatere-undatum West & G.S.West, 1895;-
650234;Cosmarium subochthodes Schmidle, 1895;-
650235;Cosmarium subochthodes var. maius Schmidle, 1898;-
975293;Cosmarium subphaseolus Kouwets, 2001;-
73917;Cosmarium subprotumidum Nordst., 1876;-
650237;Cosmarium subprotumidum var. gregoryi (Roy & Bisset) West & G.S.West, 1900;-
894996;Cosmarium subprotumidum var. scottii C.E.M.Bicudo, 1981;-
73918;Cosmarium subquadratum Nordst.;-
650238;Cosmarium subrectangulare Gutw., 1894;-
650239;Cosmarium subreinschii Schmidle, 1894;-
650240;Cosmarium subreniforme Nordst., 1875;-
650241;Cosmarium subretusiforme West & G.S.West, 1894;-
650242;Cosmarium subretusiforme var. crassum Scott & Prescott ex Kouwets, 1988;-
650243;Cosmarium subspeciosum Nordst., 1875;-
650244;Cosmarium subspeciosum var. transiens Messikommer, 1942;-
650245;Cosmarium subspeciosum var. validius Nordst., 1888;-
650246;Cosmarium subtransiens Croasdale, 1956;-
73920;Cosmarium subtumidum Nordst., 1889;-
650247;Cosmarium subtumidum var. circulare Borge, 1903;-
650249;Cosmarium subtumidum var. minutum (Willi Krieg.) Willi Krieg. & Gerloff, 1965;-
650250;Cosmarium subundulatum Wille, 1880;-
650251;Cosmarium subundulatum var. subcrenatum Gronblad, 1926;-
811585;Cosmarium succisum West, 1892;-
811586;Cosmarium succisum var. insulare Willi Krieg. & Gerloff, 1962;-
625859;Cosmarium synthlibomenum West, 1892;-
73921;Cosmarium taxichondriforme Eichl. & Gutw.;-
73922;Cosmarium taxichondrum P.M.Lundell, 1871;-
650254;Cosmarium taxichondrum var. subundulatum Boldt, 1885;-
650255;Cosmarium tenellum Bréb. ex Comère, 1901;-
625860;Cosmarium tenue W.Archer, 1868;-
650256;Cosmarium tetrachondrum P.Lundell, 1871;-
73923;Cosmarium tetragonum (Nägeli) W.Archer, 1861;-
650257;Cosmarium tetragonum var. bipapillatum (Eicher) Willi Krieg. & Gerloff, 1924;-
650258;Cosmarium tetragonum var. elegans (Roy & Bisset) West & G.S.West, 1908;-
650259;Cosmarium tetragonum var. lundellii Cooke, 1887;-
650260;Cosmarium tetragonum var. ornatum Willi Krieg. & Gerloff, 1965;-
73924;Cosmarium tetraophthalmum Bréb. ex Ralfs, 1848;-
650261;Cosmarium tetraophthalmum var. rupestris Nägeli, 1868;-
73925;Cosmarium thwaitesii Ralfs, 1848;-
650262;Cosmarium thwaitesii var. penioides Klebs, 1879;-
650263;Cosmarium thwaitesii var. rotundatum Klebs, 1879;-
73927;Cosmarium tinctum Ralfs, 1848;-
650264;Cosmarium tinctum var. intermedium Nordst., 1887;-
650265;Cosmarium tinctum var. subretusum Messikommer, 1942;-
650266;Cosmarium trachypleurum P.Lundell, 1871;-
650267;Cosmarium trachypleurum var. minus Racib., 1884;-
999421;Cosmarium transiens F.Gay, 1884;-
650268;Cosmarium transitorium (Heimerl) Ducellier, 1918;-
73928;Cosmarium trilobulatum Reinsch, 1866;-
650269;Cosmarium trilobulatum var. minutum Kurt Forster & Eckert, 1963;-
650270;Cosmarium trilobulatum var. printzii Messikommer, 1929;-
73929;Cosmarium truncatellum Perty;-
627098;Cosmarium tumidum P.Lundell, 1871;-
650271;Cosmarium tumidum var. minus (Messikommer) Willi Krieg. & Gerloff, 1962;-
650272;Cosmarium turneri J.Roy, 1890;-
73930;Cosmarium turpinii Bréb., 1856;-
720975;Cosmarium turpinii var. turpinii Bréb., 1856;-
650273;Cosmarium turpinii var. eximium West & G.S.West, 1908;-
73931;Cosmarium turpinii var. podolicum Breb.;-
670152;Cosmarium tyrolicum (Nordst.) Willi Krieg. & Gerloff, 1962;-
73932;Cosmarium undulatum Corda ex Ralfs, 1848;-
720947;Cosmarium undulatum var. alaskanum Croasdale, 1956;-
73933;Cosmarium undulatum var. minutum Wittr.;-
650275;Cosmarium undulatum var. wollei West, 1892;-
73934;Cosmarium ungerianum (Nägeli) De Bary, 1858;-
650276;Cosmarium ungerianum var. stellatum (Eichler & Gutw.) Lutkem.;-
719913;Cosmarium vallegrande C.E.Taft, 1947;-
625861;Cosmarium variolatum P.Lundell, 1871;-
650277;Cosmarium variolatum var. cataractarum Racib., 1889;-
650278;Cosmarium variolatum var. rotundatum (Willi Krieg.) Messikommer, 1933;-
650279;Cosmarium varsoviense Racib., 1889;-
650280;Cosmarium varsoviense var. latum (Grönblad) Willi Krieg. & Gerloff, 1965;-
650281;Cosmarium varsoviense var. tirolense Willi Krieg. & Gerloff, 1965;-
73935;Cosmarium venustum (Bréb.) W.Archer, 1861;-
650283;Cosmarium venustum var. basichondrum (Nordst.) Willi Krieg. & Gerloff, 1965;-
650284;Cosmarium venustum var. excavatum (B.Eichler & Gutw.) West & G.S.West, 1895;-
650285;Cosmarium venustum var. hypohexagonum West, 1892;-
894998;Cosmarium venustum var. induratum Nordst., 1887;-
650286;Cosmarium venustum var. minus (Wille) Willi Krieg. & Gerloff, 1965;-
650287;Cosmarium vexatum West, 1892;-
650289;Cosmarium vexatum var. lacustre Messikommer, 1935;-
627061;Cosmarium vogesiacum Lemaire, 1883;-
727207;Cosmarium vogesiacum f. polonicum (Racib.) Laporte, 1931;-
945618;Cosmarium vogesiacum f. quadrinodosum (Borge) Laporte, 1931;-
653295;Cosmarium vogesiacum var. alpinum (Schmidle) Laporte, 1931;-
191203;Cosmocladium Bréb., 1856;-
73939;Cosmocladium constrictum (W.Archer) W.Archer, 1875;-
627019;Cosmocladium pulchellum Bréb., 1856;-
73940;Cosmocladium saxonicum De bary;-
650290;Cosmocladium subramosum Schmidle, 1894;-
191663;Desmidium C.Agardh ex Ralfs, 1848;-
73983;Desmidium aptogonum Bréb. ex Kütz., 1849;-
73984;Desmidium aptogonum var. acutius Nordst.;-
650368;Desmidium aptogonum var. ehrenbergii Kütz., 1849;-
73985;Desmidium baileyi (Ralfs) Nordst., 1880;-
73978;Desmidium coarctatum Nordst.;-
73980;Desmidium coarctatum var. cambricum West;-
627021;Desmidium grevillei (Kütz. ex Ralfs) De Bary, 1858;-
650369;Desmidium occidentale West & G.S.West, 1905;-
73977;Desmidium pseudostreptonema Agardh, 1824;-
73982;Desmidium swartzii C.Agardh ex Ralfs, 1848;-
650371;Desmidium swartzii var. amblyodon (Itzigs.) Rabenh., 1863;-
191896;Docidium Bréb. ex Ralfs, 1848;-
975263;Docidium asperum Bréb. ex Ralfs, 1848;-
74021;Docidium baculum Bréb. ex Ralfs, 1848;-
650462;Docidium undulatum J.W.Bailey, 1851;-
192354;Euastrum Ehrenb. ex Ralfs, 1848;-
650535;Euastrum aboense Elfving, 1881;-
650536;Euastrum abruptum Nordst., 1870;-
851022;Euastrum abruptum f. minus West & G.S.West, 1898;-
650537;Euastrum abruptum var. minutissimum P.Allorge & Manguin, 1941;-
