CD_HAB,LB_CODE,LB_HAB_FR,LB_NOM,CD_NOM
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Asperula cynanchica,84306
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Teucrium chamaedrys,125981
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Teucrium montanum,126008
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Euphrasia salisburgensis,97804
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Helianthemum nummularium,100956
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Carex flacca,88510
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Carex ornithopoda,88737
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Bromopsis erecta,86512
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Briza media,86490
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Festuca patzkei,98433
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Koeleria pyramidata,104665
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Sesleria caerulea,123071
31284,F26-51,Koelerio pyramidatae-Seslerietum caeruleae,Thesium alpinum,126287
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Pimpinella saxifraga,113596
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Anthericum ramosum,82909
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Epipactis atrorubens,96432
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Carlina vulgaris,89180
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Hieracium glaucinum,102017
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Leontodon hispidus,105502
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Campanula rotundifolia,87720
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Phyteuma orbiculare,113389
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Phyteuma orbiculare subsp. tenerum,138765
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Silene vulgaris,123683
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Silene vulgaris subsp. prostrata,141212
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Scabiosa columbaria,121334
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Genista pilosa,99798
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Hippocrepis comosa,102842
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Polygala amarella,114526
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Asperula cynanchica,84306
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Teucrium chamaedrys,125981
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Teucrium montanum,126008
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Thymus praecox,126564
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Euphrasia salisburgensis,97804
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Viola rupestris,129674
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Carex flacca,88510
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Carex ornithopoda,88737
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Bromopsis erecta,86512
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Festuca lemanii,98334
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Sesleria caerulea,123071
31285,F26-52,Genisto pilosae-Seslerietum caeruleae,Thesium alpinum,126287
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Seseli montanum,123037
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Carthamus mitissimus,89235
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Cirsium acaulon,621080
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Phyteuma orbiculare,113389
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Phyteuma orbiculare subsp. tenerum,138765
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Ononis striata,110237
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Coronilla minima,92527
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Hippocrepis comosa,102842
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Polygala calcarea,114539
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Teucrium chamaedrys,125981
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Teucrium montanum,126008
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Prunella grandiflora,115993
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Euphrasia salisburgensis,97804
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Linum catharticum,106288
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Viola rupestris,129674
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Carex flacca,88510
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Brachypodium rupestre,86301
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Bromopsis erecta,86512
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Briza media,86490
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Festuca lemanii,98334
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Festuca marginata,98358
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Festuca marginata subsp. marginata,134555
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Koeleria pyramidata,104665
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Sesleria caerulea,123071
31286,F26-53,Violo rupestris-Koelerietum pyramidatae,Potentilla verna,115694
28416,F03-92,Mentho pulegii-Eleocharitetum palustris,Mentha pulegium,108138
28416,F03-92,Mentho pulegii-Eleocharitetum palustris,Callitriche hamulata,87471
28416,F03-92,Mentho pulegii-Eleocharitetum palustris,Eleocharis palustris,95922
28416,F03-92,Mentho pulegii-Eleocharitetum palustris,Alopecurus bulbosus,81624
28416,F03-92,Mentho pulegii-Eleocharitetum palustris,Alopecurus bulbosus subsp. bulbosus,718301
28416,F03-92,Mentho pulegii-Eleocharitetum palustris,Ranunculus ophioglossifolius,117146
30696,F65-48,Festuco longifoliae-Sedetum albi,Allium sphaerocephalon,81520
30696,F65-48,Festuco longifoliae-Sedetum albi,Prospero autumnale,115975
30696,F65-48,Festuco longifoliae-Sedetum albi,Arenaria serpyllifolia,83653
30696,F65-48,Festuco longifoliae-Sedetum albi,Cerastium brachypetalum,89979
30696,F65-48,Festuco longifoliae-Sedetum albi,Trifolium campestre,127259
30696,F65-48,Festuco longifoliae-Sedetum albi,Plantago lanceolata,113893
30696,F65-48,Festuco longifoliae-Sedetum albi,Veronica arvensis,128801
30696,F65-48,Festuco longifoliae-Sedetum albi,Helianthemum nummularium,100956
30696,F65-48,Festuco longifoliae-Sedetum albi,Festuca longifolia,98349
30696,F65-48,Festuco longifoliae-Sedetum albi,Sedum acre,122101
30696,F65-48,Festuco longifoliae-Sedetum albi,Sedum album,122106
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Achillea millefolium,79908
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Bellis perennis,85740
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Crepis capillaris,93023
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Trifolium repens,127454
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Trifolium repens var. repens,152226
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Plantago major,113904
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Plantago major subsp. major,138901
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Dactylis glomerata,94207
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Dactylis glomerata subsp. glomerata,133652
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Festuca rubra,98512
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Festuca rubra subsp. rubra,134631
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Lolium perenne,106499
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Poa pratensis,114332
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Poa pratensis subsp. pratensis,159892
30697,F06-88,Festuco rubrae-Crepidetum capillaris,Ranunculus repens,117201
30698,F65-06,Festuco tenuifoliae-Sedetum anglici,Agrostis capillaris,80591
30698,F65-06,Festuco tenuifoliae-Sedetum anglici,Aira praecox,80911
30698,F65-06,Festuco tenuifoliae-Sedetum anglici,Festuca filiformis,98228
30698,F65-06,Festuco tenuifoliae-Sedetum anglici,Sedum anglicum,122115
30699,F65-05,Festuco trachyphyllae-Sedetum anglici,Prospero autumnale,115975
30699,F65-05,Festuco trachyphyllae-Sedetum anglici,Teesdalia nudicaulis,125831
30699,F65-05,Festuco trachyphyllae-Sedetum anglici,Scleranthus perennis,121839
30699,F65-05,Festuco trachyphyllae-Sedetum anglici,Ornithopus perpusillus,111419
30699,F65-05,Festuco trachyphyllae-Sedetum anglici,Hypericum linariifolium,103292
30699,F65-05,Festuco trachyphyllae-Sedetum anglici,Aira praecox,80911
30699,F65-05,Festuco trachyphyllae-Sedetum anglici,Festuca lemanii,98334
30699,F65-05,Festuco trachyphyllae-Sedetum anglici,Sedum anglicum,122115
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Lotus corniculatus,106653
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Polygala vulgaris,114595
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Geranium sanguineum,100149
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Plantago lanceolata,113893
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Brachypodium sylvaticum,86305
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Dactylis glomerata,94207
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Festuca rubra,98512
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Holcus lanatus,102900
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Pteridium aquilinum,116265
30700,F72-42,Filipendulo vulgaris-Geranietum sanguinei,Filipendula vulgaris,98718
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Buxus sempervirens,87143
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Juniperus communis,104397
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Juniperus communis subsp. communis,136969
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Lonicera xylosteum,106595
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Viburnum lantana,129083
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Cytisophyllum sessilifolium,94092
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Larix decidua,105042
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Larix decidua subsp. decidua,137099
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Picea abies,113432
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Pinus sylvestris,113703
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Berberis vulgaris,85774
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Amelanchier ovalis,82103
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Amelanchier ovalis subsp. ovalis,131308
30701,F20-60,Cytiso sessilifolii-Amelanchieretum ovalis,Cotoneaster tomentosus,92710
30702,F06-59,Dactylido glomeratae-Festucetum arundinaceae,Daucus carota,94503
30702,F06-59,Dactylido glomeratae-Festucetum arundinaceae,Daucus carota subsp. carota,133731
30702,F06-59,Dactylido glomeratae-Festucetum arundinaceae,Dactylis glomerata,94207
30702,F06-59,Dactylido glomeratae-Festucetum arundinaceae,Dactylis glomerata subsp. glomerata,133652
30702,F06-59,Dactylido glomeratae-Festucetum arundinaceae,Schedonorus arundinaceus,717533
30702,F06-59,Dactylido glomeratae-Festucetum arundinaceae,Schedonorus arundinaceus subsp. arundinaceus,718405
30702,F06-59,Dactylido glomeratae-Festucetum arundinaceae,Elytrigia repens,96046
30702,F06-59,Dactylido glomeratae-Festucetum arundinaceae,Elytrigia repens subsp. repens,134093
30702,F06-59,Dactylido glomeratae-Festucetum arundinaceae,Potentilla reptans,115624
30703,F65-08,Dactylido marinae-Sedetum anglici,Daucus carota,94503
30703,F65-08,Dactylido marinae-Sedetum anglici,Daucus carota subsp. gummifer,133736
30703,F65-08,Dactylido marinae-Sedetum anglici,Jasione montana,104022
30703,F65-08,Dactylido marinae-Sedetum anglici,Dactylis glomerata,94207
30703,F65-08,Dactylido marinae-Sedetum anglici,Festuca filiformis,98228
30703,F65-08,Dactylido marinae-Sedetum anglici,Sedum anglicum,122115
30705,F20-15,Daphno gnidii-Ligustretum vulgaris,Ulex europaeus,128114
30705,F20-15,Daphno gnidii-Ligustretum vulgaris,Ulex europaeus subsp. europaeus,142020
30705,F20-15,Daphno gnidii-Ligustretum vulgaris,Quercus ilex,116704
30705,F20-15,Daphno gnidii-Ligustretum vulgaris,Rubia peregrina,118916
30705,F20-15,Daphno gnidii-Ligustretum vulgaris,Rubia peregrina subsp. peregrina,140175
30705,F20-15,Daphno gnidii-Ligustretum vulgaris,Ligustrum vulgare,105966
30705,F20-15,Daphno gnidii-Ligustretum vulgaris,Daphne gnidium,94427
30705,F20-15,Daphno gnidii-Ligustretum vulgaris,Rubus ulmifolius,119373
30706,F74C-02,Daphno mezerei-Pinetum mugo,Hieracium pamphili,968717
30706,F74C-02,Daphno mezerei-Pinetum mugo,Erica carnea,96664
30706,F74C-02,Daphno mezerei-Pinetum mugo,Vaccinium myrtillus,128345
30706,F74C-02,Daphno mezerei-Pinetum mugo,Daphne striata,94449
30706,F74C-02,Daphno mezerei-Pinetum mugo,Pinus mugo,113682
30706,F74C-02,Daphno mezerei-Pinetum mugo,Pinus mugo subsp. mugo,161377
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Anthriscus sylvestris,82952
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Anthriscus sylvestris subsp. sylvestris,131460
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Daucus carota,94503
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Daucus carota subsp. carota,133731
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Centaurea jacea,89619
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Centaurea jacea subsp. jacea,161380
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Crepis biennis,93015
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Medicago lupulina,107649
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Medicago lupulina var. lupulina,148552
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Rhinanthus alectorolophus,117587
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Arrhenatherum elatius,83912
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Arrhenatherum elatius subsp. elatius,131693
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Trisetum flavescens,127660
30707,F06-44,Dauco carotae-Arrhenatheretum elatioris,Trisetum flavescens subsp. flavescens,141949
30708,NA,Deschampsio flexuosae-Pinion sylvestris,Antennaria dioica,82796
30708,NA,Deschampsio flexuosae-Pinion sylvestris,Hieracium bifidum,923809
30708,NA,Deschampsio flexuosae-Pinion sylvestris,Phyteuma betonicifolium,113362
30708,NA,Deschampsio flexuosae-Pinion sylvestris,Silene nutans,123568
30708,NA,Deschampsio flexuosae-Pinion sylvestris,Pinus sylvestris,113703
30708,NA,Deschampsio flexuosae-Pinion sylvestris,Berberis vulgaris,85774
30708,NA,Deschampsio flexuosae-Pinion sylvestris,Amelanchier ovalis,82103
30709,F74B-01,Deschampsio flexuosae-Pinetum sylvestris,Hieracium bifidum,923809
30709,F74B-01,Deschampsio flexuosae-Pinetum sylvestris,Silene nutans,123568
30709,F74B-01,Deschampsio flexuosae-Pinetum sylvestris,Arctostaphylos uva-ursi,83528
30709,F74B-01,Deschampsio flexuosae-Pinetum sylvestris,Euphorbia cyparissias,97490
30709,F74B-01,Deschampsio flexuosae-Pinetum sylvestris,Carex humilis,88582
30709,F74B-01,Deschampsio flexuosae-Pinetum sylvestris,Amelanchier ovalis,82103
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Spiranthes spiralis,124701
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Centaurea decipiens,89579
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Crepis capillaris,93023
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Pilosella officinarum,113525
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Campanula rapunculus,87712
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Dianthus armeria,94693
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Rumex acetosella,119419
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Knautia arvensis,104516
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Linum usitatissimum,106349
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Linum usitatissimum subsp. angustifolium,137388
30710,F06-07,Diantho armeriae-Spiranthetum spiralis,Gaudinia fragilis,99683
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Goodyera repens,100551
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Dianthus hyssopifolius,94765
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Orthilia secunda,111771
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Pyrola minor,116543
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Vicia sepium,129305
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Quercus petraea,521658
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Galium rotundifolium,99518
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Pinus sylvestris,113703
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Brachypodium rupestre,86301
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Helleborus foetidus,101188
30711,F74B-04,Diantho monspessulani-Pinetum sylvestris,Fragaria vesca,98865
30845,F65-46,Hornungio petraeae-Cerastietum semidecandri,Draba verna,95372
30845,F65-46,Hornungio petraeae-Cerastietum semidecandri,Hornungia petraea,103019
30845,F65-46,Hornungio petraeae-Cerastietum semidecandri,Arenaria serpyllifolia,83653
30845,F65-46,Hornungio petraeae-Cerastietum semidecandri,Cerastium glomeratum,90017
30845,F65-46,Hornungio petraeae-Cerastietum semidecandri,Cerastium semidecandrum,90091
30845,F65-46,Hornungio petraeae-Cerastietum semidecandri,Erodium cicutarium,96895
30845,F65-46,Hornungio petraeae-Cerastietum semidecandri,Potentilla verna,115694
30845,F65-46,Hornungio petraeae-Cerastietum semidecandri,Sedum acre,122101
30845,F65-46,Hornungio petraeae-Cerastietum semidecandri,Sedum album,122106
30846,F20-84,Humulo lupuli-Sambucetum nigrae,Bryonia dioica,86828
30846,F20-84,Humulo lupuli-Sambucetum nigrae,Sambucus nigra,120717
30846,F20-84,Humulo lupuli-Sambucetum nigrae,Humulus lupulus,103031
30846,F20-84,Humulo lupuli-Sambucetum nigrae,Convolvulus sepium,92353
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Empetrum nigrum,96069
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Empetrum nigrum subsp. hermaphroditum,134095
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Rhododendron ferrugineum,117679
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Vaccinium vitis-idaea,128355
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Hylocomium splendens,6013
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Bazzania tricrenata,6610
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Huperzia selago,103034
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Picea abies,113432
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Pinus mugo,113682
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Pinus mugo subsp. uncinata,138840
30848,F74A-14,Huperzio selaginis-Pinetum uncinatae,Sesleria caerulea,123071
30849,F65-02,Hyperico linariifolii-Sedetum anglici,Jasione montana,104022
30849,F65-02,Hyperico linariifolii-Sedetum anglici,Rumex acetosella,119419
30849,F65-02,Hyperico linariifolii-Sedetum anglici,Hypericum linariifolium,103292
30849,F65-02,Hyperico linariifolii-Sedetum anglici,Sedum anglicum,122115
30850,F65-01,Hyperico linariifolii-Sedetum reflexi,Lepidium heterophyllum,105630
30850,F65-01,Hyperico linariifolii-Sedetum reflexi,Rumex acetosella,119419
30850,F65-01,Hyperico linariifolii-Sedetum reflexi,Hypericum linariifolium,103292
30851,F20-88,Ilici aquifolii-Prunetum spinosae,Ilex aquifolium,103514
30851,F20-88,Ilici aquifolii-Prunetum spinosae,Lonicera periclymenum,106581
30851,F20-88,Ilici aquifolii-Prunetum spinosae,Lonicera periclymenum subsp. periclymenum,137432
30851,F20-88,Ilici aquifolii-Prunetum spinosae,Corylus avellana,92606
30851,F20-88,Ilici aquifolii-Prunetum spinosae,Fraxinus excelsior,98921
30851,F20-88,Ilici aquifolii-Prunetum spinosae,Prunus spinosa,116142
30851,F20-88,Ilici aquifolii-Prunetum spinosae,Crataegus germanica,92854
30851,F20-88,Ilici aquifolii-Prunetum spinosae,Crataegus monogyna,92876
30851,F20-88,Ilici aquifolii-Prunetum spinosae,Rubus ulmifolius,119373
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Hedera helix,100787
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Polygonatum odoratum,114612
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Himantoglossum hircinum,102797
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Hieracium umbellatum,102671
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Silene nutans,123568
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Veronica teucrium,129022
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Carex arenaria,88349
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Luzula campestris,106818
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Poa pratensis,114332
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Thalictrum minus,126159
30852,F72-45,Inulo conyzae-Polygonatetum odorati,Saxifraga granulata,121065
30853,F51-41,Inulo crithmoidis-Phragmitetum australis,Symphyotrichum subulatum,448413
30853,F51-41,Inulo crithmoidis-Phragmitetum australis,Limbarda crithmoides,106000
30853,F51-41,Inulo crithmoidis-Phragmitetum australis,Juncus maritimus,104246
30853,F51-41,Inulo crithmoidis-Phragmitetum australis,Phragmites australis,113260
30854,F72-57,Inulo helenii-Caricetum tomentosae,Pimpinella major,113579
30854,F72-57,Inulo helenii-Caricetum tomentosae,Leucanthemum vulgare,105817
30854,F72-57,Inulo helenii-Caricetum tomentosae,Inula helenium,103627
30854,F72-57,Inulo helenii-Caricetum tomentosae,Inula salicina,103648
30854,F72-57,Inulo helenii-Caricetum tomentosae,Astragalus glycyphyllos,84843
30854,F72-57,Inulo helenii-Caricetum tomentosae,Lathyrus pratensis,105247
30854,F72-57,Inulo helenii-Caricetum tomentosae,Lathyrus sylvestris,105266
30854,F72-57,Inulo helenii-Caricetum tomentosae,Galium mollugo,99473
30854,F72-57,Inulo helenii-Caricetum tomentosae,Viola hirta,129586
30854,F72-57,Inulo helenii-Caricetum tomentosae,Carex flacca,88510
30854,F72-57,Inulo helenii-Caricetum tomentosae,Carex tomentosa,88916
30854,F72-57,Inulo helenii-Caricetum tomentosae,Brachypodium rupestre,86301
30854,F72-57,Inulo helenii-Caricetum tomentosae,Arrhenatherum elatius,83912
30854,F72-57,Inulo helenii-Caricetum tomentosae,Poa pratensis,114332
30854,F72-57,Inulo helenii-Caricetum tomentosae,Poa pratensis subsp. pratensis,159892
30854,F72-57,Inulo helenii-Caricetum tomentosae,Agrimonia eupatoria,80410
30854,F72-57,Inulo helenii-Caricetum tomentosae,Fragaria vesca,98865
30854,F72-57,Inulo helenii-Caricetum tomentosae,Rubus caesius,118993
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Heracleum sphondylium,101300
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Heracleum sphondylium subsp. sphondylium,135306
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Inula helenium,103627
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Galium mollugo,99473
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Arrhenatherum elatius,83912
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Arrhenatherum elatius subsp. elatius,131693
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Schedonorus arundinaceus,717533
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Schedonorus arundinaceus subsp. arundinaceus,718405
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Filipendula ulmaria,98717
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Urtica dioica,128268
30855,F06-57,Inulo helenii-Heracleetum sphondylii,Urtica dioica subsp. dioica,142037
30856,F51-14,Iridetum pseudacori,Iris pseudacorus,103772
30856,F51-14,Iridetum pseudacori,Mentha aquatica,108027
30857,F20-09,Irido foetidissimae-Prunetum spinosae,Hedera helix,100787
30857,F20-09,Irido foetidissimae-Prunetum spinosae,Iris foetidissima,103734
30857,F20-09,Irido foetidissimae-Prunetum spinosae,Ligustrum vulgare,105966
30857,F20-09,Irido foetidissimae-Prunetum spinosae,Prunus spinosa,116142
30857,F20-09,Irido foetidissimae-Prunetum spinosae,Rubus ulmifolius,119373
30857,F20-09,Irido foetidissimae-Prunetum spinosae,Ulmus minor,128175
30858,F51-38,Irido pseudacori-Caricetum acutae,Iris pseudacorus,103772
30858,F51-38,Irido pseudacori-Caricetum acutae,Galium palustre,99494
30858,F51-38,Irido pseudacori-Caricetum acutae,Lythrum salicaria,107117
30858,F51-38,Irido pseudacori-Caricetum acutae,Carex acuta,88314
30858,F51-38,Irido pseudacori-Caricetum acutae,Phalaris arundinacea,112975
30859,F06-105,Juncetum tenuis,Scorzoneroides autumnalis,121988
30859,F06-105,Juncetum tenuis,Sagina procumbens,119818
30859,F06-105,Juncetum tenuis,Plantago major,113904
30859,F06-105,Juncetum tenuis,Plantago major subsp. major,138901
30859,F06-105,Juncetum tenuis,Juncus tenuis,104353
30859,F06-105,Juncetum tenuis,Agrostis capillaris,80591
30859,F06-105,Juncetum tenuis,Agrostis capillaris var. capillaris,130953
31092,F65-53,Sedetum ochroleuco-sediformis,Poa bulbosa,114136
31092,F65-53,Sedetum ochroleuco-sediformis,Sedum acre,122101
31092,F65-53,Sedetum ochroleuco-sediformis,Sedum album,122106
31093,NA,Sedion anglici,Hyacinthoides non-scripta,103057
31093,NA,Sedion anglici,Jasione montana,104022
31093,NA,Sedion anglici,Plantago coronopus,113842
31093,NA,Sedion anglici,Veronica verna,129034
31093,NA,Sedion anglici,Hypericum linariifolium,103292
31093,NA,Sedion anglici,Festuca filiformis,98228
31093,NA,Sedion anglici,Sedum acre,122101
31093,NA,Sedion anglici,Sedum anglicum,122115
31093,NA,Sedion anglici,Sedum sexangulare,122256
31094,NA,Sedion micrantho-sediformis,Thymus vulgaris,126582
31095,NA,Sedion pyrenaici,Conopodium majus,92242
31095,NA,Sedion pyrenaici,Scorzoneroides pyrenaica,611356
31095,NA,Sedion pyrenaici,Atocion rupestre,717731
31095,NA,Sedion pyrenaici,Veronica fruticans,128871
31095,NA,Sedion pyrenaici,Festuca microphylla,98374
31095,NA,Sedion pyrenaici,Neoschischkinia truncatula,717799
31095,NA,Sedion pyrenaici,Neoschischkinia truncatula subsp. durieui,718382
31095,NA,Sedion pyrenaici,Sedum anglicum,122115
31095,NA,Sedion pyrenaici,Sedum brevifolium,122132
